product_primary_name,processing_periods_name,facility_type_name,quantity_requested,quantity_approved,pack_size,dispensing_unit,allocation_gap
SP,2024-02-01,REGIONAL HOSPITAL,,12.0,1000,TABLET,12.0
ART-INJ,2024-11-01,HEALTH CENTER,474.0,1400.0,5,VIAL,926.0
QUIN,2025-08-01,HEALTH CENTER,1050.0,2271.0,1000,TABLET,1221.0
ACT-AD,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-08-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ART-SUP,2025-08-01,HEALTH CENTER,1368.0,6385.0,2,CAPSULE,5017.0
ART-INJ,2025-11-01,HEALTH CENTER,,0.0,5,VIAL,0.0
ACT-GC,2024-08-01,HEALTH CENTER,,47.0,30,BLISTER,47.0
ART-INJ,2025-11-01,HEALTH CENTER,707.0,0.0,5,VIAL,-707.0
ACT-GC,2025-05-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ART-INJ,2024-05-01,HEALTH CENTER,,295.0,5,VIAL,295.0
ACT-INF,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ITN,2024-05-01,HEALTH CENTER,,1.0,50,PIECE,1.0
ACT-INF,2024-11-01,HEALTH CENTER,,216.0,30,BLISTER,216.0
ACT-SC,2024-11-01,HEALTH CENTER,839.0,1138.0,30,BLISTER,299.0
ART-INJ,2024-02-01,HEALTH CENTER,799.0,3.0,5,VIAL,-796.0
ACT-SC,2025-05-01,HEALTH CENTER,196.0,265.0,30,BLISTER,69.0
PYRA-SAC,2025-02-01,HEALTH CENTER,,0.0,1,SACHET,0.0
RDT,2024-05-01,HEALTH CENTER,609.0,5064.0,25,PIECE,4455.0
ACT-GC,2024-08-01,HEALTH CENTER,,8.0,30,BLISTER,8.0
RDT,2024-08-01,HEALTH CENTER,553.0,932.0,25,PIECE,379.0
ACT-SC,2024-05-01,HEALTH CENTER,,1389.0,30,BLISTER,1389.0
ART-SUP,2024-11-01,HEALTH CENTER,,3211.0,2,CAPSULE,3211.0
ART-INJ,2024-11-01,HEALTH CENTER,,40.0,5,VIAL,40.0
SP,2025-08-01,HEALTH CENTER,,7.0,1000,TABLET,7.0
ITN,2025-02-01,HEALTH CENTER,,10862.0,50,PIECE,10862.0
ITN,2025-02-01,HEALTH CENTER,,25.0,50,PIECE,25.0
ART-INJ,2024-05-01,HEALTH CENTER,,0.0,5,VIAL,0.0
ART-SUP,2025-05-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
PYRA-SAC,2024-08-01,HEALTH CENTER,725.0,40.0,1,SACHET,-685.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,492.0,1,SACHET,492.0
ACT-INF,2024-05-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-SC,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ITN,2024-08-01,HEALTH CENTER,,31.0,50,PIECE,31.0
ACT-AD,2025-11-01,HEALTH CENTER,,112.0,30,BLISTER,112.0
PYRA-SAC,2024-02-01,HEALTH CENTER,854.0,4617.0,1,SACHET,3763.0
ACT-INF,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2024-08-01,HEALTH CENTER,245.0,57.0,2,CAPSULE,-188.0
QUIN,2025-11-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
QUIN,2025-05-01,HEALTH CENTER,,7.0,1000,TABLET,7.0
QUIN,2025-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ART-INJ,2025-11-01,HEALTH CENTER,,0.0,5,VIAL,0.0
ART-INJ,2024-08-01,HEALTH CENTER,,258.0,5,VIAL,258.0
ACT-SC,2025-02-01,HEALTH CENTER,,8984.0,30,BLISTER,8984.0
ACT-SC,2025-05-01,DISTRICT HOSPITAL,,36.0,30,BLISTER,36.0
ART-INJ,2024-05-01,HEALTH CENTER,,8.0,5,VIAL,8.0
ITN,2025-11-01,HEALTH CENTER,,205.0,50,PIECE,205.0
PYRA-COMP,2024-05-01,HEALTH CENTER,778.0,163.0,1,TABLET,-615.0
ART-SUP,2025-11-01,HEALTH CENTER,,6.0,2,CAPSULE,6.0
PYRA-COMP,2025-08-01,HEALTH CENTER,,3226.0,1,TABLET,3226.0
ACT-AD,2024-08-01,HEALTH CENTER,,12.0,30,BLISTER,12.0
ACT-SC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
RDT,2024-08-01,HEALTH CENTER,574.0,393.0,25,PIECE,-181.0
ART-SUP,2024-08-01,HEALTH CENTER,,17.0,2,CAPSULE,17.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,615.0,1,SACHET,615.0
QUIN,2025-08-01,NATIONAL HOSPITAL,,0.0,1000,TABLET,0.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,9.0,1,TABLET,9.0
RDT,2025-05-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ITN,2025-05-01,HEALTH CENTER,,7826.0,50,PIECE,7826.0
ACT-AD,2024-02-01,HEALTH CENTER,1518.0,997.0,30,BLISTER,-521.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,687.0,1,SACHET,687.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,83.0,1,TABLET,83.0
ACT-SC,2025-08-01,HEALTH CENTER,,181.0,30,BLISTER,181.0
RDT,2025-02-01,HEALTH CENTER,117.0,216.0,25,PIECE,99.0
ART-SUP,2024-05-01,HEALTH CENTER,876.0,7.0,2,CAPSULE,-869.0
ITN,2025-11-01,HEALTH CENTER,,0.0,50,PIECE,0.0
RDT,2024-08-01,HEALTH CENTER,,17.0,25,PIECE,17.0
PYRA-COMP,2025-05-01,HEALTH CENTER,,53.0,1,TABLET,53.0
ART-SUP,2024-11-01,REGIONAL HOSPITAL,,466.0,2,CAPSULE,466.0
ART-SUP,2024-02-01,HEALTH CENTER,457.0,14.0,2,CAPSULE,-443.0
ART-INJ,2025-02-01,HEALTH CENTER,,126.0,5,VIAL,126.0
ACT-SC,2024-11-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
RDT,2024-05-01,HEALTH CENTER,,0.0,25,PIECE,0.0
RDT,2024-05-01,DISTRICT HOSPITAL,,214.0,25,PIECE,214.0
ART-SUP,2025-08-01,HEALTH CENTER,,1262.0,2,CAPSULE,1262.0
ACT-AD,2025-02-01,HEALTH CENTER,248.0,0.0,30,BLISTER,-248.0
ART-INJ,2024-05-01,HEALTH CENTER,,6278.0,5,VIAL,6278.0
ACT-GC,2025-11-01,HEALTH CENTER,,175.0,30,BLISTER,175.0
ACT-SC,2025-02-01,DISTRICT HOSPITAL,,5.0,30,BLISTER,5.0
ART-INJ,2025-05-01,HEALTH CENTER,,30.0,5,VIAL,30.0
ACT-INF,2025-05-01,HEALTH CENTER,,15.0,30,BLISTER,15.0
PYRA-SAC,2025-05-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ITN,2025-08-01,HEALTH CENTER,,826.0,50,PIECE,826.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,3.0,1,TABLET,3.0
ITN,2024-02-01,HEALTH CENTER,180.0,10.0,50,PIECE,-170.0
ART-INJ,2025-05-01,HEALTH CENTER,441.0,0.0,5,VIAL,-441.0
QUIN,2025-02-01,HEALTH CENTER,1525.0,16.0,1000,TABLET,-1509.0
ACT-AD,2025-11-01,HEALTH CENTER,2372.0,973.0,30,BLISTER,-1399.0
SP,2025-05-01,HEALTH CENTER,745.0,444.0,1000,TABLET,-301.0
ART-INJ,2024-08-01,HEALTH CENTER,,0.0,5,VIAL,0.0
ACT-GC,2024-02-01,HEALTH CENTER,514.0,0.0,30,BLISTER,-514.0
SP,2024-05-01,HEALTH CENTER,,84.0,1000,TABLET,84.0
ITN,2025-08-01,HEALTH CENTER,,293.0,50,PIECE,293.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,486.0,1,TABLET,486.0
ACT-SC,2025-02-01,HEALTH CENTER,,802.0,30,BLISTER,802.0
ITN,2025-08-01,HEALTH CENTER,758.0,316.0,50,PIECE,-442.0
ACT-AD,2025-02-01,HEALTH CENTER,970.0,1233.0,30,BLISTER,263.0
ART-SUP,2025-02-01,HEALTH CENTER,842.0,34.0,2,CAPSULE,-808.0
QUIN,2025-05-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
ACT-AD,2025-08-01,HEALTH CENTER,317.0,291.0,30,BLISTER,-26.0
ACT-SC,2024-05-01,HEALTH CENTER,,34.0,30,BLISTER,34.0
ACT-AD,2024-08-01,HEALTH CENTER,807.0,75.0,30,BLISTER,-732.0
ART-SUP,2025-05-01,DISTRICT HOSPITAL,1573.0,33.0,2,CAPSULE,-1540.0
ART-SUP,2025-05-01,DISTRICT HOSPITAL,740.0,283.0,2,CAPSULE,-457.0
ART-SUP,2024-08-01,HEALTH CENTER,,5101.0,2,CAPSULE,5101.0
ART-SUP,2024-02-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
QUIN,2024-08-01,HEALTH CENTER,,2078.0,1000,TABLET,2078.0
ACT-GC,2024-02-01,HEALTH CENTER,,5227.0,30,BLISTER,5227.0
QUIN,2025-02-01,DISTRICT HOSPITAL,,0.0,1000,TABLET,0.0
ACT-AD,2025-08-01,HEALTH CENTER,297.0,361.0,30,BLISTER,64.0
ACT-AD,2025-05-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-SC,2025-05-01,HEALTH CENTER,,5.0,30,BLISTER,5.0
RDT,2025-02-01,HEALTH CENTER,,2359.0,25,PIECE,2359.0
ACT-AD,2024-05-01,HEALTH CENTER,,18.0,30,BLISTER,18.0
ACT-GC,2024-02-01,HEALTH CENTER,2070.0,5230.0,30,BLISTER,3160.0
ACT-AD,2025-02-01,HEALTH CENTER,124.0,79.0,30,BLISTER,-45.0
ART-INJ,2024-05-01,HEALTH CENTER,,0.0,5,VIAL,0.0
RDT,2024-11-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ART-SUP,2025-08-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
ACT-SC,2024-11-01,HEALTH CENTER,,34.0,30,BLISTER,34.0
QUIN,2025-02-01,DISTRICT HOSPITAL,784.0,2673.0,1000,TABLET,1889.0
SP,2024-02-01,HEALTH CENTER,,32.0,1000,TABLET,32.0
ART-INJ,2024-05-01,HEALTH CENTER,,0.0,5,VIAL,0.0
RDT,2024-02-01,HEALTH CENTER,,833.0,25,PIECE,833.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,879.0,1,SACHET,879.0
ART-INJ,2025-02-01,HEALTH CENTER,,807.0,5,VIAL,807.0
SP,2024-11-01,HEALTH CENTER,,2.0,1000,TABLET,2.0
ART-INJ,2024-08-01,HEALTH CENTER,,6.0,5,VIAL,6.0
ACT-GC,2025-02-01,HEALTH CENTER,324.0,0.0,30,BLISTER,-324.0
ART-SUP,2025-11-01,HEALTH CENTER,,78.0,2,CAPSULE,78.0
ART-INJ,2024-11-01,HEALTH CENTER,,0.0,5,VIAL,0.0
ACT-GC,2025-02-01,HEALTH CENTER,580.0,2.0,30,BLISTER,-578.0
PYRA-COMP,2024-11-01,HEALTH CENTER,1350.0,6.0,1,TABLET,-1344.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ART-INJ,2025-02-01,HEALTH CENTER,367.0,254.0,5,VIAL,-113.0
PYRA-COMP,2024-08-01,HEALTH CENTER,,193.0,1,TABLET,193.0
ART-INJ,2024-05-01,HEALTH CENTER,,1440.0,5,VIAL,1440.0
ACT-AD,2024-02-01,HEALTH CENTER,1000.0,6.0,30,BLISTER,-994.0
RDT,2024-02-01,HEALTH CENTER,452.0,0.0,25,PIECE,-452.0
QUIN,2025-05-01,HEALTH CENTER,,2208.0,1000,TABLET,2208.0
ACT-GC,2024-11-01,HEALTH CENTER,,1574.0,30,BLISTER,1574.0
ACT-GC,2024-02-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,0.0,1,TABLET,0.0
ACT-INF,2024-02-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
QUIN,2025-05-01,HEALTH CENTER,,4.0,1000,TABLET,4.0
ACT-INF,2024-05-01,HEALTH CENTER,,221.0,30,BLISTER,221.0
PYRA-COMP,2025-02-01,HEALTH CENTER,474.0,2.0,1,TABLET,-472.0
ACT-AD,2025-05-01,HEALTH CENTER,1100.0,0.0,30,BLISTER,-1100.0
ART-INJ,2024-02-01,HEALTH CENTER,914.0,2269.0,5,VIAL,1355.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,122.0,1,SACHET,122.0
ITN,2025-02-01,HEALTH CENTER,,1.0,50,PIECE,1.0
QUIN,2024-05-01,HEALTH CENTER,114.0,247.0,1000,TABLET,133.0
ART-SUP,2025-05-01,HEALTH CENTER,,105.0,2,CAPSULE,105.0
ITN,2024-08-01,HEALTH CENTER,,161.0,50,PIECE,161.0
ACT-SC,2024-05-01,HEALTH CENTER,1145.0,0.0,30,BLISTER,-1145.0
SP,2025-05-01,DISTRICT HOSPITAL,,0.0,1000,TABLET,0.0
SP,2024-11-01,HEALTH CENTER,,891.0,1000,TABLET,891.0
ART-SUP,2024-02-01,HEALTH CENTER,620.0,0.0,2,CAPSULE,-620.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,0.0,1,TABLET,0.0
ART-SUP,2024-05-01,HEALTH CENTER,,113.0,2,CAPSULE,113.0
QUIN,2025-02-01,DISTRICT HOSPITAL,,22.0,1000,TABLET,22.0
RDT,2025-08-01,HEALTH CENTER,,0.0,25,PIECE,0.0
PYRA-SAC,2025-08-01,HEALTH CENTER,,4833.0,1,SACHET,4833.0
ACT-INF,2025-08-01,HEALTH CENTER,354.0,9.0,30,BLISTER,-345.0
QUIN,2024-02-01,HEALTH CENTER,,931.0,1000,TABLET,931.0
ACT-AD,2024-02-01,HEALTH CENTER,941.0,46.0,30,BLISTER,-895.0
ACT-GC,2024-02-01,REGIONAL HOSPITAL,616.0,136.0,30,BLISTER,-480.0
SP,2024-11-01,HEALTH CENTER,,2337.0,1000,TABLET,2337.0
PYRA-COMP,2024-11-01,HEALTH CENTER,,10643.0,1,TABLET,10643.0
ITN,2025-11-01,HEALTH CENTER,255.0,1.0,50,PIECE,-254.0
ACT-AD,2024-02-01,HEALTH CENTER,507.0,0.0,30,BLISTER,-507.0
ACT-GC,2024-08-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
RDT,2025-11-01,HEALTH CENTER,,153.0,25,PIECE,153.0
SP,2025-02-01,DISTRICT HOSPITAL,,3121.0,1000,TABLET,3121.0
PYRA-COMP,2024-05-01,HEALTH CENTER,516.0,92.0,1,TABLET,-424.0
PYRA-SAC,2025-11-01,HEALTH CENTER,,27.0,1,SACHET,27.0
ART-SUP,2025-11-01,HEALTH CENTER,,1.0,2,CAPSULE,1.0
ART-SUP,2025-02-01,HEALTH CENTER,,383.0,2,CAPSULE,383.0
ACT-INF,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2025-02-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
ITN,2025-08-01,HEALTH CENTER,,27.0,50,PIECE,27.0
SP,2024-08-01,HEALTH CENTER,1421.0,56.0,1000,TABLET,-1365.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ACT-INF,2024-05-01,HEALTH CENTER,,365.0,30,BLISTER,365.0
ITN,2024-11-01,HEALTH CENTER,137.0,499.0,50,PIECE,362.0
ACT-INF,2025-11-01,HEALTH CENTER,864.0,0.0,30,BLISTER,-864.0
ACT-INF,2024-11-01,HEALTH CENTER,,3550.0,30,BLISTER,3550.0
ACT-SC,2024-11-01,HEALTH CENTER,,928.0,30,BLISTER,928.0
ACT-GC,2025-05-01,HEALTH CENTER,,219.0,30,BLISTER,219.0
SP,2024-05-01,HEALTH CENTER,,1.0,1000,TABLET,1.0
ACT-INF,2024-08-01,HEALTH CENTER,,1801.0,30,BLISTER,1801.0
ACT-GC,2024-11-01,HEALTH CENTER,491.0,1947.0,30,BLISTER,1456.0
ART-INJ,2025-08-01,DISTRICT HOSPITAL,276.0,1210.0,5,VIAL,934.0
ART-SUP,2024-11-01,HEALTH CENTER,,8.0,2,CAPSULE,8.0
PYRA-SAC,2024-08-01,HEALTH CENTER,,3559.0,1,SACHET,3559.0
ITN,2024-05-01,HEALTH CENTER,,2888.0,50,PIECE,2888.0
ACT-GC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
SP,2024-02-01,HEALTH CENTER,,3652.0,1000,TABLET,3652.0
RDT,2025-05-01,HEALTH CENTER,,16.0,25,PIECE,16.0
SP,2025-02-01,HEALTH CENTER,803.0,69.0,1000,TABLET,-734.0
ITN,2024-08-01,HEALTH CENTER,856.0,0.0,50,PIECE,-856.0
ITN,2024-02-01,HEALTH CENTER,675.0,3870.0,50,PIECE,3195.0
ACT-SC,2024-02-01,HEALTH CENTER,648.0,729.0,30,BLISTER,81.0
RDT,2025-11-01,HEALTH CENTER,,6202.0,25,PIECE,6202.0
ACT-SC,2024-11-01,HEALTH CENTER,891.0,0.0,30,BLISTER,-891.0
QUIN,2025-11-01,HEALTH CENTER,1194.0,4.0,1000,TABLET,-1190.0
ACT-INF,2025-05-01,HEALTH CENTER,,5875.0,30,BLISTER,5875.0
ACT-INF,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-02-01,HEALTH CENTER,,248.0,30,BLISTER,248.0
ACT-GC,2025-02-01,HEALTH CENTER,,1042.0,30,BLISTER,1042.0
ACT-GC,2024-05-01,HEALTH CENTER,,3886.0,30,BLISTER,3886.0
ACT-INF,2024-05-01,HEALTH CENTER,,3192.0,30,BLISTER,3192.0
ACT-GC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-SUP,2025-08-01,HEALTH CENTER,,26.0,2,CAPSULE,26.0
ART-SUP,2025-05-01,HEALTH CENTER,,5.0,2,CAPSULE,5.0
ACT-INF,2025-08-01,HEALTH CENTER,,73.0,30,BLISTER,73.0
QUIN,2024-11-01,HEALTH CENTER,,2253.0,1000,TABLET,2253.0
ACT-AD,2025-02-01,HEALTH CENTER,,3643.0,30,BLISTER,3643.0
ACT-SC,2024-11-01,HEALTH CENTER,,18.0,30,BLISTER,18.0
ACT-AD,2025-05-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
ART-INJ,2024-05-01,HEALTH CENTER,,172.0,5,VIAL,172.0
SP,2024-02-01,HEALTH CENTER,,15539.0,1000,TABLET,15539.0
ACT-AD,2025-05-01,HEALTH CENTER,,9534.0,30,BLISTER,9534.0
PYRA-SAC,2024-08-01,HEALTH CENTER,333.0,7.0,1,SACHET,-326.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ACT-INF,2025-05-01,HEALTH CENTER,,62.0,30,BLISTER,62.0
ART-SUP,2025-02-01,HEALTH CENTER,,5180.0,2,CAPSULE,5180.0
SP,2025-05-01,HEALTH CENTER,510.0,5.0,1000,TABLET,-505.0
ACT-AD,2025-05-01,HEALTH CENTER,,2064.0,30,BLISTER,2064.0
ITN,2024-11-01,HEALTH CENTER,,0.0,50,PIECE,0.0
QUIN,2025-05-01,HEALTH CENTER,207.0,0.0,1000,TABLET,-207.0
ACT-INF,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
PYRA-SAC,2025-08-01,HEALTH CENTER,878.0,0.0,1,SACHET,-878.0
QUIN,2025-08-01,HEALTH CENTER,595.0,4405.0,1000,TABLET,3810.0
ACT-AD,2024-08-01,HEALTH CENTER,,3606.0,30,BLISTER,3606.0
ACT-GC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
PYRA-SAC,2024-02-01,HEALTH CENTER,1123.0,1078.0,1,SACHET,-45.0
PYRA-SAC,2024-02-01,HEALTH CENTER,742.0,8.0,1,SACHET,-734.0
RDT,2024-11-01,DISTRICT HOSPITAL,331.0,1362.0,25,PIECE,1031.0
ART-SUP,2025-02-01,HEALTH CENTER,,5634.0,2,CAPSULE,5634.0
ACT-GC,2025-11-01,HEALTH CENTER,845.0,384.0,30,BLISTER,-461.0
ITN,2024-11-01,HEALTH CENTER,,2675.0,50,PIECE,2675.0
ACT-SC,2025-05-01,HEALTH CENTER,1361.0,196.0,30,BLISTER,-1165.0
RDT,2025-02-01,HEALTH CENTER,939.0,151.0,25,PIECE,-788.0
RDT,2024-11-01,HEALTH CENTER,,1.0,25,PIECE,1.0
ART-INJ,2024-08-01,HEALTH CENTER,,1229.0,5,VIAL,1229.0
ACT-INF,2024-11-01,HEALTH CENTER,,11.0,30,BLISTER,11.0
RDT,2025-05-01,HEALTH CENTER,,0.0,25,PIECE,0.0
ACT-SC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-11-01,HEALTH CENTER,304.0,3.0,30,BLISTER,-301.0
RDT,2025-08-01,REGIONAL HOSPITAL,,0.0,25,PIECE,0.0
ITN,2025-08-01,DISTRICT HOSPITAL,,0.0,50,PIECE,0.0
ITN,2025-02-01,REGIONAL HOSPITAL,,18.0,50,PIECE,18.0
QUIN,2024-05-01,HEALTH CENTER,596.0,0.0,1000,TABLET,-596.0
PYRA-COMP,2025-05-01,HEALTH CENTER,772.0,8.0,1,TABLET,-764.0
RDT,2024-08-01,HEALTH CENTER,1336.0,4.0,25,PIECE,-1332.0
ACT-INF,2025-11-01,HEALTH CENTER,,28.0,30,BLISTER,28.0
ART-INJ,2025-02-01,HEALTH CENTER,1517.0,3937.0,5,VIAL,2420.0
ACT-GC,2025-11-01,HEALTH CENTER,,2960.0,30,BLISTER,2960.0
PYRA-SAC,2024-02-01,HEALTH CENTER,,0.0,1,SACHET,0.0
ACT-AD,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ART-INJ,2025-08-01,HEALTH CENTER,,1.0,5,VIAL,1.0
ACT-SC,2025-08-01,HEALTH CENTER,599.0,1992.0,30,BLISTER,1393.0
ITN,2024-08-01,HEALTH CENTER,293.0,12.0,50,PIECE,-281.0
PYRA-COMP,2024-02-01,HEALTH CENTER,,0.0,1,TABLET,0.0
ACT-INF,2025-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
PYRA-SAC,2024-11-01,HEALTH CENTER,,970.0,1,SACHET,970.0
QUIN,2025-05-01,HEALTH CENTER,,3.0,1000,TABLET,3.0
ITN,2024-08-01,HEALTH CENTER,,7.0,50,PIECE,7.0
ACT-AD,2024-05-01,HEALTH CENTER,691.0,0.0,30,BLISTER,-691.0
SP,2024-02-01,HEALTH CENTER,,4.0,1000,TABLET,4.0
PYRA-COMP,2025-11-01,HEALTH CENTER,461.0,3.0,1,TABLET,-458.0
QUIN,2024-05-01,HEALTH CENTER,,11.0,1000,TABLET,11.0
SP,2024-08-01,HEALTH CENTER,,218.0,1000,TABLET,218.0
QUIN,2025-08-01,REGIONAL HOSPITAL,1011.0,166.0,1000,TABLET,-845.0
ART-SUP,2025-02-01,HEALTH CENTER,,405.0,2,CAPSULE,405.0
ACT-INF,2025-05-01,HEALTH CENTER,1098.0,752.0,30,BLISTER,-346.0
QUIN,2024-11-01,HEALTH CENTER,,40.0,1000,TABLET,40.0
ITN,2025-08-01,HEALTH CENTER,,103.0,50,PIECE,103.0
ACT-INF,2025-02-01,HEALTH CENTER,206.0,171.0,30,BLISTER,-35.0
ITN,2024-05-01,HEALTH CENTER,,233.0,50,PIECE,233.0
ACT-AD,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
PYRA-SAC,2024-11-01,HEALTH CENTER,,2.0,1,SACHET,2.0
ACT-GC,2025-05-01,HEALTH CENTER,184.0,0.0,30,BLISTER,-184.0
ART-INJ,2025-08-01,HEALTH CENTER,412.0,7.0,5,VIAL,-405.0
ART-SUP,2025-11-01,HEALTH CENTER,,5.0,2,CAPSULE,5.0
ART-INJ,2025-11-01,HEALTH CENTER,,325.0,5,VIAL,325.0
PYRA-SAC,2024-08-01,HEALTH CENTER,,0.0,1,SACHET,0.0
PYRA-SAC,2024-08-01,HEALTH CENTER,,0.0,1,SACHET,0.0
PYRA-SAC,2025-05-01,HEALTH CENTER,,2.0,1,SACHET,2.0
RDT,2025-11-01,HEALTH CENTER,517.0,604.0,25,PIECE,87.0
ART-SUP,2024-02-01,HEALTH CENTER,464.0,5.0,2,CAPSULE,-459.0
QUIN,2025-08-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
PYRA-SAC,2024-08-01,HEALTH CENTER,555.0,10.0,1,SACHET,-545.0
ITN,2024-11-01,HEALTH CENTER,,2.0,50,PIECE,2.0
ACT-INF,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,,71.0,30,BLISTER,71.0
ART-SUP,2025-11-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
SP,2025-11-01,HEALTH CENTER,777.0,4733.0,1000,TABLET,3956.0
RDT,2025-11-01,HEALTH CENTER,1135.0,74.0,25,PIECE,-1061.0
PYRA-SAC,2024-05-01,HEALTH CENTER,,229.0,1,SACHET,229.0
SP,2025-11-01,HEALTH CENTER,,97.0,1000,TABLET,97.0
ACT-GC,2025-11-01,HEALTH CENTER,,5946.0,30,BLISTER,5946.0
ART-INJ,2024-05-01,HEALTH CENTER,,23.0,5,VIAL,23.0
PYRA-COMP,2024-02-01,HEALTH CENTER,,269.0,1,TABLET,269.0
ACT-SC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ITN,2025-11-01,HEALTH CENTER,1476.0,0.0,50,PIECE,-1476.0
ACT-SC,2024-08-01,HEALTH CENTER,,1068.0,30,BLISTER,1068.0
RDT,2024-02-01,HEALTH CENTER,,651.0,25,PIECE,651.0
ART-INJ,2025-05-01,NATIONAL HOSPITAL,,507.0,5,VIAL,507.0
RDT,2024-02-01,HEALTH CENTER,,33.0,25,PIECE,33.0
ACT-SC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-05-01,HEALTH CENTER,,445.0,30,BLISTER,445.0
ART-INJ,2024-08-01,HEALTH CENTER,,195.0,5,VIAL,195.0
RDT,2025-11-01,HEALTH CENTER,,12.0,25,PIECE,12.0
RDT,2025-08-01,HEALTH CENTER,,40.0,25,PIECE,40.0
ART-INJ,2025-11-01,HEALTH CENTER,,14.0,5,VIAL,14.0
ART-SUP,2025-11-01,HEALTH CENTER,,124.0,2,CAPSULE,124.0
ACT-GC,2025-11-01,HEALTH CENTER,996.0,3394.0,30,BLISTER,2398.0
ART-INJ,2025-02-01,HEALTH CENTER,,10.0,5,VIAL,10.0
ART-INJ,2025-02-01,HEALTH CENTER,,1276.0,5,VIAL,1276.0
SP,2025-05-01,HEALTH CENTER,,0.0,1000,TABLET,0.0
RDT,2025-11-01,HEALTH CENTER,,13378.0,25,PIECE,13378.0
PYRA-COMP,2025-02-01,HEALTH CENTER,2001.0,250.0,1,TABLET,-1751.0
ACT-AD,2025-05-01,HEALTH CENTER,,552.0,30,BLISTER,552.0
PYRA-SAC,2025-05-01,HEALTH CENTER,,13.0,1,SACHET,13.0
ACT-GC,2025-02-01,HEALTH CENTER,,266.0,30,BLISTER,266.0
QUIN,2025-08-01,HEALTH CENTER,279.0,1.0,1000,TABLET,-278.0
SP,2024-05-01,HEALTH CENTER,2013.0,9733.0,1000,TABLET,7720.0
ART-SUP,2025-08-01,HEALTH CENTER,,0.0,2,CAPSULE,0.0
QUIN,2025-08-01,HEALTH CENTER,,64.0,1000,TABLET,64.0
