product,product_group,facility_type,reporting_month,High_Transmission_Preparation,zone_type,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,stock_status,amc,quantity_approved
SP,SP,HEALTH CENTER,November,NO,URBAN,196.0,4.0,95.0,536,1048.0,7.2,Overstock,146.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,RURAL,1.0,2268.0,9.0,-4,10.0,1.2,Low,8.0,0.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,2877.0,229.0,897.0,-238,4174.0,3.4,Adequate,1236.0,47.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,475.0,0.0,140.0,-11,157.0,2.2,Low,70.0,24.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,407.0,903.0,258.0,589,1854.0,13.8,Overstock,134.0,4.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1372.0,535.0,574.0,-562,1563.0,6.5,Overstock,242.0,4308.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,905.0,437.0,118.0,-702,948.0,3.6,Adequate,263.0,99.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,325.0,21.0,89.0,-98,1150.0,14.4,Overstock,80.0,0.0
ACT-SC,ACT,HEALTH CENTER,August,YES,URBAN,2.0,40.0,7.0,90,8.0,,Unknown,0.0,1.0
ACT-INF,ACT,HEALTH CENTER,February,NO,URBAN,2149.0,58.0,300.0,593,997.0,3.2,Adequate,311.0,21.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,2510.0,473.0,386.0,-820,2069.0,7.4,Overstock,278.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,1668.0,85.0,720.0,-173,1875.0,6.0,Overstock,311.0,139.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,36.0,21.0,9.0,1,233.0,,Unknown,0.0,0.0
QUIN,SP,HEALTH CENTER,May,YES,URBAN,1009.0,0.0,26.0,-46,760.0,760.0,Overstock,1.0,77.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,512.0,54.0,33.0,-451,277.0,25.2,Overstock,11.0,0.0
ACT-GC,ACT,HOSPITAL,August,YES,RURAL,108.0,1.0,36.0,318,80.0,3.8,Adequate,21.0,0.0
ACT-INF,ACT,HOSPITAL,November,NO,RURAL,49.0,0.0,10.0,258,108.0,6.4,Overstock,17.0,2.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,268.0,685.0,138.0,212,591.0,6.9,Overstock,86.0,35.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,1081.0,19.0,187.0,-163,1759.0,10.3,Overstock,170.0,8.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,405.0,0.0,236.0,160,697.0,4.2,Adequate,167.0,6.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,297.0,0.0,161.0,671,47.0,0.8,Critical,56.0,6422.0
ACT-SC,ACT,HEALTH CENTER,February,NO,URBAN,79.0,62.0,368.0,-516,895.0,4.0,Adequate,223.0,63.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,2181.0,0.0,209.0,-129,555.0,11.3,Overstock,49.0,54.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,4860.0,0.0,310.0,206,3433.0,34.3,Overstock,100.0,1.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,201.0,106.0,161.0,40,229.0,7.4,Overstock,31.0,73.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,534.0,1709.0,143.0,-373,782.0,48.9,Overstock,16.0,1.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,658.0,1.0,836.0,-1164,284.0,0.7,Critical,434.0,2169.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,693.0,787.0,427.0,-303,3409.0,23.5,Overstock,145.0,2803.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,1919.0,0.0,840.0,382,1313.0,2.1,Low,621.0,1.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,273.0,160.0,212.0,556,703.0,10.3,Overstock,68.0,2.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,195.0,0.0,26.0,-706,41.0,0.7,Critical,56.0,428.0
SP,SP,HEALTH CENTER,May,YES,URBAN,925.0,2.0,89.0,-153,440.0,18.3,Overstock,24.0,172.0
SP,SP,HEALTH CENTER,November,NO,URBAN,1119.0,0.0,156.0,-516,214.0,4.3,Adequate,50.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,921.0,2.0,1045.0,169,2637.0,5.7,Overstock,466.0,27.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,2240.0,0.0,743.0,661,164.0,0.4,Critical,424.0,2704.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,292.0,682.0,13.0,-319,1027.0,146.7,Overstock,7.0,678.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,313.0,22.0,365.0,-127,422.0,0.5,Critical,904.0,949.0
SP,SP,HEALTH CENTER,May,YES,URBAN,323.0,2.0,200.0,202,82.0,0.5,Critical,167.0,70.0
SP,SP,HEALTH CENTER,November,NO,URBAN,817.0,0.0,111.0,507,420.0,10.8,Overstock,39.0,346.0
RDT,DIAG,HEALTH CENTER,May,YES,RURAL,625.0,0.0,116.0,425,896.0,23.0,Overstock,39.0,18.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,572.0,5.0,179.0,-297,1085.0,17.5,Overstock,62.0,379.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,1640.0,0.0,230.0,-245,838.0,2.9,Low,294.0,104.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,413.0,1746.0,453.0,-135,1659.0,3.8,Adequate,442.0,1394.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,166.0,265.0,110.0,298,98.0,3.0,Adequate,33.0,3702.0
SP,SP,HEALTH CENTER,November,NO,RURAL,2520.0,142.0,468.0,238,1020.0,2.4,Low,423.0,2886.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,1441.0,3.0,232.0,-871,2664.0,62.0,Overstock,43.0,564.0
ACT-AD,ACT,HEALTH CENTER,November,NO,URBAN,5522.0,376.0,522.0,-599,3274.0,3.9,Adequate,830.0,643.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,1208.0,5.0,207.0,-602,190.0,1.1,Low,171.0,2555.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,138.0,2.0,35.0,372,95.0,15.8,Overstock,6.0,1364.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,263.0,84.0,34.0,-756,136.0,15.1,Overstock,9.0,8.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,223.0,0.0,68.0,-299,12.0,0.7,Critical,18.0,2353.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,3564.0,11.0,1103.0,-165,3088.0,2.1,Low,1465.0,242.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,1663.0,0.0,284.0,-698,372.0,3.3,Adequate,112.0,259.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,705.0,0.0,433.0,919,203.0,0.6,Critical,344.0,9162.0
ACT-GC,ACT,HEALTH CENTER,May,YES,RURAL,1327.0,726.0,402.0,12,824.0,3.8,Adequate,219.0,2549.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,237.0,6.0,166.0,-236,133.0,1.5,Low,90.0,15.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,11.0,13.0,5.0,79,156.0,78.0,Overstock,2.0,5.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,3.0,0.0,4.0,297,5.0,0.7,Critical,7.0,0.0
ACT-INF,ACT,HEALTH CENTER,May,YES,URBAN,3097.0,615.0,725.0,-401,4178.0,7.7,Overstock,541.0,84.0
QUIN,SP,HEALTH CENTER,February,NO,URBAN,2882.0,0.0,284.0,59,1442.0,8.2,Overstock,176.0,3050.0
ACT-GC,ACT,HEALTH CENTER,February,NO,URBAN,366.0,171.0,261.0,-7,437.0,1.3,Low,333.0,3466.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,1589.0,4.0,448.0,-456,790.0,2.0,Low,402.0,7444.0
SP,SP,HEALTH CENTER,May,YES,URBAN,276.0,362.0,459.0,339,874.0,3.4,Adequate,257.0,364.0
ART-SUP,ART,HEALTH CENTER,May,YES,URBAN,1478.0,370.0,299.0,410,2696.0,10.3,Overstock,263.0,400.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1303.0,53.0,368.0,-54,1964.0,24.2,Overstock,81.0,77.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,921.0,45.0,64.0,-73,132.0,3.9,Adequate,34.0,1430.0
SP,SP,HEALTH CENTER,May,YES,RURAL,156.0,46.0,165.0,79,166.0,0.4,Critical,370.0,1979.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,551.0,1461.0,350.0,30,2004.0,10.1,Overstock,198.0,497.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,780.0,46.0,178.0,-348,1613.0,16.8,Overstock,96.0,0.0
ACT-INF,ACT,HEALTH CENTER,May,YES,URBAN,325.0,371.0,492.0,110,960.0,3.0,Adequate,322.0,3579.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,206.0,17.0,54.0,-287,28.0,1.3,Low,21.0,69.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,4396.0,7.0,873.0,-172,5414.0,3.8,Adequate,1437.0,4207.0
ART-INJ,ART,HEALTH CENTER,November,NO,RURAL,8.0,0.0,7.0,-399,2.0,,Unknown,0.0,2.0
RDT,DIAG,HEALTH CENTER,February,NO,URBAN,544.0,62.0,319.0,-220,625.0,2.2,Low,287.0,2335.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,39.0,751.0,27.0,94,17.0,5.7,Overstock,3.0,0.0
ACT-GC,ACT,HEALTH CENTER,February,NO,RURAL,475.0,23.0,350.0,-60,1074.0,8.0,Overstock,134.0,8.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,2986.0,250.0,334.0,101,3397.0,7.8,Overstock,434.0,0.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,89.0,0.0,236.0,208,130.0,1.0,Critical,124.0,12097.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,886.0,56.0,136.0,256,1726.0,20.3,Overstock,85.0,0.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,165.0,10.0,264.0,-222,185.0,1.2,Low,156.0,4781.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,638.0,0.0,96.0,-430,1520.0,15.2,Overstock,100.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,1112.0,1.0,114.0,-70,1186.0,14.3,Overstock,83.0,1088.0
SP,SP,HEALTH CENTER,May,YES,URBAN,6339.0,153.0,1201.0,-586,3764.0,4.8,Adequate,777.0,10687.0
PYRA-SAC,PYRA,HEALTH CENTER,August,YES,RURAL,49.0,13.0,98.0,-92,311.0,31.1,Overstock,10.0,984.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,1622.0,635.0,981.0,-731,4008.0,5.0,Adequate,809.0,326.0
ACT-AD,ACT,HEALTH CENTER,May,YES,URBAN,120.0,495.0,133.0,-237,483.0,5.7,Overstock,85.0,9.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,575.0,0.0,105.0,431,90.0,1.1,Low,82.0,1233.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,816.0,271.0,428.0,553,524.0,1.3,Low,405.0,0.0
SP,SP,HEALTH CENTER,May,YES,RURAL,676.0,19.0,335.0,-262,1757.0,7.1,Overstock,246.0,0.0
ITN,PREV,HEALTH CENTER,November,NO,URBAN,345.0,1658.0,225.0,188,835.0,6.2,Overstock,135.0,308.0
SP,SP,HEALTH CENTER,August,YES,URBAN,3249.0,29.0,709.0,-886,2208.0,3.4,Adequate,659.0,144.0
SP,SP,HEALTH CENTER,November,NO,URBAN,33.0,1596.0,50.0,-276,787.0,27.1,Overstock,29.0,0.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,88.0,9.0,138.0,664,1309.0,8.1,Overstock,162.0,91.0
ART-SUP,ART,HOSPITAL,May,YES,RURAL,49.0,681.0,23.0,-189,70.0,2.0,Low,35.0,1088.0
PYRA-COMP,PYRA,HEALTH CENTER,May,YES,RURAL,2930.0,0.0,948.0,-133,1972.0,2.6,Low,746.0,2.0
SP,SP,HEALTH CENTER,February,NO,URBAN,3286.0,54.0,885.0,-351,4004.0,8.6,Overstock,467.0,0.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,95.0,1.0,99.0,391,65.0,0.6,Critical,118.0,1150.0
ITN,PREV,HOSPITAL,February,NO,RURAL,296.0,318.0,157.0,407,343.0,1.9,Low,184.0,2.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,544.0,0.0,16.0,-258,300.0,100.0,Overstock,3.0,1.0
ACT-AD,ACT,HEALTH CENTER,February,NO,URBAN,1493.0,0.0,267.0,-272,2115.0,5.7,Overstock,373.0,2367.0
ACT-INF,ACT,HEALTH CENTER,February,NO,RURAL,3261.0,216.0,1344.0,-539,6023.0,4.5,Adequate,1338.0,20456.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,83.0,304.0,302.0,55,511.0,1.4,Low,355.0,2.0
SP,SP,HEALTH CENTER,May,YES,RURAL,687.0,1.0,469.0,653,481.0,1.1,Low,455.0,1333.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,1620.0,600.0,332.0,-669,2260.0,6.0,Overstock,375.0,2.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,188.0,0.0,10.0,189,99.0,99.0,Overstock,1.0,7.0
ACT-AD,ACT,HEALTH CENTER,August,YES,RURAL,3556.0,1832.0,837.0,120,4963.0,18.2,Overstock,272.0,1126.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,413.0,113.0,349.0,8,1133.0,4.5,Adequate,251.0,3.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,773.0,67.0,465.0,-333,447.0,1.6,Low,276.0,223.0
ART-INJ,ART,HOSPITAL,May,YES,RURAL,605.0,1.0,179.0,-49,1098.0,6.9,Overstock,160.0,305.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,940.0,24.0,224.0,447,1375.0,20.5,Overstock,67.0,8.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,1115.0,0.0,245.0,-518,366.0,3.3,Adequate,111.0,1184.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,1.0,0.0,1.0,-164,10.0,,Unknown,0.0,0.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,786.0,0.0,64.0,225,756.0,126.0,Overstock,6.0,0.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,4788.0,1168.0,912.0,-526,3791.0,4.3,Adequate,885.0,2482.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,1220.0,642.0,498.0,-204,4411.0,15.8,Overstock,280.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,103.0,0.0,14.0,180,57.0,11.4,Overstock,5.0,0.0
SP,SP,HEALTH CENTER,August,YES,RURAL,1571.0,1.0,13.0,-974,136.0,45.3,Overstock,3.0,30.0
ART-INJ,ART,HEALTH CENTER,November,NO,URBAN,213.0,0.0,22.0,715,540.0,24.5,Overstock,22.0,0.0
ACT-INF,ACT,HEALTH CENTER,May,YES,URBAN,1330.0,61.0,864.0,711,1740.0,5.5,Overstock,314.0,3.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,1425.0,0.0,345.0,0,1230.0,5.8,Overstock,212.0,1.0
ACT-INF,ACT,HEALTH CENTER,May,YES,URBAN,10.0,135.0,80.0,171,107.0,2.5,Low,42.0,1650.0
ACT-GC,ACT,HEALTH CENTER,May,YES,URBAN,96.0,193.0,81.0,-666,449.0,14.0,Overstock,32.0,65.0
ACT-INF,ACT,HOSPITAL,May,YES,RURAL,40.0,15.0,2.0,308,305.0,,Unknown,0.0,0.0
ITN,PREV,HEALTH CENTER,February,NO,URBAN,528.0,1.0,104.0,718,271.0,3.8,Adequate,72.0,36.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,1266.0,2.0,281.0,116,235.0,0.6,Critical,387.0,4233.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,113.0,24.0,78.0,32,438.0,27.4,Overstock,16.0,42.0
ACT-INF,ACT,HEALTH CENTER,November,NO,URBAN,2017.0,9.0,243.0,-365,1045.0,26.8,Overstock,39.0,3.0
SP,SP,HEALTH CENTER,August,YES,RURAL,99.0,0.0,23.0,310,63.0,5.7,Overstock,11.0,24.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,174.0,2.0,29.0,-155,19.0,0.3,Critical,63.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,397.0,540.0,280.0,139,574.0,8.0,Overstock,72.0,586.0
RDT,DIAG,HEALTH CENTER,August,YES,URBAN,55.0,0.0,24.0,881,213.0,2.3,Low,91.0,0.0
PYRA-SAC,PYRA,HOSPITAL,May,YES,URBAN,885.0,9.0,240.0,-13,687.0,3.1,Adequate,221.0,421.0
ART-SUP,ART,HEALTH CENTER,August,YES,URBAN,9.0,190.0,39.0,-382,82.0,10.2,Overstock,8.0,2.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,109.0,74.0,183.0,374,128.0,0.7,Critical,196.0,4.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,186.0,9.0,23.0,-578,26.0,1.3,Low,20.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,RURAL,1677.0,527.0,462.0,367,1692.0,4.9,Adequate,342.0,24.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,RURAL,316.0,27.0,121.0,-632,655.0,16.8,Overstock,39.0,42.0
ACT-SC,ACT,HEALTH CENTER,August,YES,RURAL,82.0,1.0,64.0,2,361.0,14.4,Overstock,25.0,14.0
ACT-INF,ACT,HEALTH CENTER,May,YES,URBAN,1287.0,89.0,388.0,-65,2492.0,14.0,Overstock,178.0,0.0
ACT-AD,ACT,HEALTH CENTER,November,NO,URBAN,758.0,5.0,230.0,-13,666.0,3.1,Adequate,218.0,1769.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,4298.0,1.0,1184.0,831,862.0,0.6,Critical,1481.0,8272.0
ACT-INF,ACT,HEALTH CENTER,November,NO,RURAL,2085.0,0.0,35.0,-1351,623.0,36.6,Overstock,17.0,0.0
RDT,DIAG,HEALTH CENTER,November,NO,URBAN,116.0,19.0,10.0,438,80.0,80.0,Overstock,1.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,4457.0,21.0,1497.0,-184,1954.0,1.5,Low,1281.0,8263.0
ITN,PREV,HEALTH CENTER,November,NO,RURAL,2334.0,42.0,184.0,-451,836.0,7.3,Overstock,115.0,0.0
ART-INJ,ART,HOSPITAL,November,NO,URBAN,1373.0,157.0,135.0,-465,1693.0,14.1,Overstock,120.0,185.0
QUIN,SP,HEALTH CENTER,August,YES,URBAN,976.0,192.0,144.0,-834,975.0,9.8,Overstock,99.0,24.0
SP,SP,HEALTH CENTER,August,YES,RURAL,1684.0,0.0,576.0,590,1184.0,2.5,Low,479.0,1785.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,2935.0,220.0,720.0,-400,2051.0,7.6,Overstock,269.0,3208.0
RDT,DIAG,HOSPITAL,November,NO,RURAL,2578.0,2.0,481.0,272,2025.0,2.5,Low,815.0,1973.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,12.0,127.0,99.0,-182,31.0,0.8,Critical,37.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,URBAN,391.0,1742.0,209.0,-233,1025.0,31.1,Overstock,33.0,12.0
ACT-GC,ACT,HEALTH CENTER,August,YES,RURAL,3761.0,14.0,363.0,329,3516.0,10.3,Overstock,342.0,0.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,652.0,92.0,619.0,51,988.0,2.2,Low,440.0,156.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,3026.0,17.0,270.0,-67,3474.0,4.6,Adequate,757.0,2.0
ITN,PREV,HEALTH CENTER,May,YES,RURAL,172.0,0.0,19.0,-73,26.0,3.2,Adequate,8.0,137.0
ACT-INF,ACT,HEALTH CENTER,May,YES,URBAN,466.0,0.0,75.0,-561,463.0,6.0,Overstock,77.0,0.0
SP,SP,HEALTH CENTER,May,YES,RURAL,46.0,20.0,101.0,32,232.0,33.1,Overstock,7.0,0.0
ACT-INF,ACT,HEALTH CENTER,May,YES,RURAL,1009.0,28.0,201.0,330,965.0,21.4,Overstock,45.0,0.0
PYRA-COMP,PYRA,HEALTH CENTER,August,YES,RURAL,66.0,261.0,6.0,53,122.0,30.5,Overstock,4.0,0.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,140.0,12.0,35.0,-56,229.0,32.7,Overstock,7.0,0.0
ACT-SC,ACT,HEALTH CENTER,November,NO,RURAL,1038.0,0.0,424.0,-373,408.0,2.1,Low,196.0,16464.0
ACT-SC,ACT,HEALTH CENTER,February,NO,RURAL,2448.0,626.0,560.0,250,3464.0,7.8,Overstock,442.0,909.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,1004.0,2249.0,296.0,-1005,1291.0,12.5,Overstock,103.0,1387.0
ITN,PREV,HEALTH CENTER,May,YES,URBAN,2393.0,199.0,467.0,433,3530.0,12.3,Overstock,286.0,9.0
SP,SP,HEALTH CENTER,November,NO,RURAL,222.0,0.0,95.0,141,852.0,3.2,Adequate,263.0,18.0
QUIN,SP,HEALTH CENTER,August,YES,RURAL,3.0,41.0,64.0,-769,113.0,2.5,Low,45.0,5039.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,1983.0,3.0,193.0,68,461.0,1.7,Low,264.0,52.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,369.0,436.0,229.0,299,553.0,4.6,Adequate,120.0,0.0
QUIN,SP,HEALTH CENTER,November,NO,URBAN,524.0,105.0,202.0,-155,996.0,4.1,Adequate,242.0,3507.0
ITN,PREV,HEALTH CENTER,August,YES,RURAL,707.0,15.0,139.0,506,1058.0,11.0,Overstock,96.0,0.0
PYRA-COMP,PYRA,HOSPITAL,May,YES,RURAL,2084.0,1.0,529.0,222,476.0,1.3,Low,373.0,0.0
ACT-GC,ACT,HEALTH CENTER,November,NO,RURAL,1143.0,0.0,61.0,727,604.0,10.2,Overstock,59.0,316.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,RURAL,2180.0,912.0,519.0,332,2158.0,3.6,Adequate,602.0,304.0
SP,SP,HEALTH CENTER,November,NO,RURAL,2057.0,1.0,87.0,-456,484.0,13.4,Overstock,36.0,0.0
RDT,DIAG,HEALTH CENTER,February,NO,RURAL,1712.0,103.0,845.0,30,766.0,1.0,Critical,803.0,169.0
ART-SUP,ART,HEALTH CENTER,November,NO,RURAL,1081.0,980.0,384.0,-77,511.0,5.2,Overstock,98.0,544.0
ACT-AD,ACT,HEALTH CENTER,August,YES,URBAN,477.0,13.0,265.0,-500,394.0,1.3,Low,297.0,10.0
ACT-GC,ACT,HEALTH CENTER,August,YES,URBAN,46.0,0.0,155.0,221,106.0,2.0,Low,52.0,769.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,URBAN,508.0,0.0,49.0,379,653.0,5.9,Overstock,110.0,0.0
ART-INJ,ART,HEALTH CENTER,May,YES,RURAL,1954.0,0.0,81.0,93,1702.0,11.2,Overstock,152.0,2799.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,221.0,0.0,134.0,-594,348.0,0.8,Critical,421.0,3624.0
ACT-AD,ACT,HEALTH CENTER,November,NO,URBAN,378.0,0.0,46.0,-615,250.0,250.0,Overstock,1.0,1.0
ART-SUP,ART,HEALTH CENTER,February,NO,URBAN,4882.0,0.0,618.0,-168,1107.0,3.1,Adequate,357.0,384.0
PYRA-SAC,PYRA,HEALTH CENTER,February,NO,RURAL,2864.0,26.0,392.0,-155,737.0,4.5,Adequate,165.0,137.0
ITN,PREV,HEALTH CENTER,February,NO,RURAL,32.0,3868.0,181.0,-184,252.0,2.1,Low,121.0,4330.0
PYRA-COMP,PYRA,HEALTH CENTER,February,NO,RURAL,1252.0,257.0,91.0,36,1325.0,20.7,Overstock,64.0,70.0
ACT-AD,ACT,HEALTH CENTER,February,NO,RURAL,103.0,1.0,24.0,278,86.0,14.3,Overstock,6.0,0.0
ACT-SC,ACT,HEALTH CENTER,May,YES,RURAL,280.0,2.0,86.0,8,564.0,9.4,Overstock,60.0,5.0
QUIN,SP,HEALTH CENTER,May,YES,RURAL,486.0,0.0,55.0,428,285.0,23.8,Overstock,12.0,0.0
PYRA-SAC,PYRA,HEALTH CENTER,November,NO,RURAL,287.0,0.0,77.0,278,444.0,15.9,Overstock,28.0,9.0
PYRA-COMP,PYRA,HEALTH CENTER,November,NO,URBAN,803.0,393.0,69.0,-589,662.0,20.7,Overstock,32.0,0.0
ART-INJ,ART,HEALTH CENTER,February,NO,RURAL,113.0,158.0,45.0,-743,671.0,13.7,Overstock,49.0,0.0
ACT-SC,ACT,HOSPITAL,November,NO,RURAL,3783.0,616.0,680.0,-196,2169.0,5.8,Overstock,374.0,5106.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,772.0,0.0,53.0,374,25.0,6.2,Overstock,4.0,57.0
PYRA-SAC,PYRA,HEALTH CENTER,May,YES,URBAN,71.0,155.0,9.0,551,154.0,25.7,Overstock,6.0,7.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,31.0,0.0,40.0,182,52.0,1.7,Low,30.0,421.0
ACT-AD,ACT,HOSPITAL,May,YES,RURAL,52.0,29.0,32.0,-35,152.0,152.0,Overstock,1.0,2.0
ART-SUP,ART,HEALTH CENTER,August,YES,RURAL,839.0,0.0,222.0,-71,559.0,4.7,Adequate,120.0,0.0
RDT,DIAG,HEALTH CENTER,May,YES,URBAN,1156.0,73.0,188.0,-783,3211.0,118.9,Overstock,27.0,0.0
ART-SUP,ART,HEALTH CENTER,May,YES,RURAL,765.0,103.0,234.0,-287,1755.0,12.3,Overstock,143.0,0.0
ACT-AD,ACT,HEALTH CENTER,May,YES,RURAL,1620.0,1941.0,856.0,149,5199.0,9.5,Overstock,549.0,444.0
SP,SP,HEALTH CENTER,August,YES,RURAL,3172.0,0.0,60.0,109,1755.0,292.5,Overstock,6.0,0.0
ART-SUP,ART,HEALTH CENTER,February,NO,RURAL,978.0,25.0,93.0,199,963.0,13.6,Overstock,71.0,4.0
ART-INJ,ART,HEALTH CENTER,August,YES,RURAL,956.0,34.0,404.0,303,792.0,2.4,Low,336.0,1137.0
SP,SP,HEALTH CENTER,February,NO,RURAL,209.0,0.0,20.0,-959,62.0,10.3,Overstock,6.0,1219.0
QUIN,SP,HEALTH CENTER,February,NO,RURAL,19.0,0.0,2.0,-402,2.0,1.0,Critical,2.0,1205.0
SP,SP,HEALTH CENTER,February,NO,URBAN,2008.0,0.0,645.0,-181,2083.0,12.7,Overstock,164.0,521.0
RDT,DIAG,HEALTH CENTER,November,NO,RURAL,1812.0,1.0,318.0,385,491.0,5.1,Overstock,97.0,1841.0
ACT-AD,ACT,HEALTH CENTER,May,YES,URBAN,138.0,110.0,55.0,-435,84.0,1.0,Critical,84.0,5370.0
