product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit,diff
SP,2025-02-01,HEALTH CENTER,958.0,0.0,18.0,263.0,355.0,0.0,-640,4.0,1000,DISTRICT38,TABLET,-355.0
RDT,2025-11-01,HEALTH CENTER,652.0,25.0,411.0,1180.0,,3442.0,80,122.0,25,DISTRICT28,PIECE,3442.0
ACT-AD,2024-05-01,HEALTH CENTER,1979.0,582.0,1538.0,1210.0,,11375.0,-525,1394.0,30,DISTRICT6,BLISTER,11375.0
SP,2025-11-01,HEALTH CENTER,71.0,3.0,91.0,73.0,,1.0,333,166.0,1000,DISTRICT1,TABLET,1.0
ACT-GC,2024-08-01,HEALTH CENTER,1071.0,0.0,92.0,253.0,,76.0,-94,45.0,30,DISTRICT31,BLISTER,76.0
PYRA-SAC,2024-02-01,HEALTH CENTER,520.0,290.0,182.0,269.0,843.0,156.0,-409,107.0,1,DISTRICT20,SACHET,-687.0
ACT-AD,2024-05-01,HEALTH CENTER,558.0,0.0,93.0,336.0,,105.0,-216,47.0,30,DISTRICT23,BLISTER,105.0
RDT,2024-05-01,HEALTH CENTER,1228.0,332.0,228.0,795.0,,1247.0,316,281.0,25,DISTRICT19,PIECE,1247.0
SP,2025-05-01,HEALTH CENTER,331.0,1.0,27.0,151.0,155.0,0.0,-466,2.0,1000,DISTRICT20,TABLET,-155.0
PYRA-COMP,2024-02-01,HEALTH CENTER,49.0,25.0,173.0,674.0,,542.0,67,17.0,1,DISTRICT4,TABLET,542.0
QUIN,2024-11-01,HEALTH CENTER,1460.0,0.0,293.0,1074.0,,4.0,756,396.0,1000,DISTRICT3,TABLET,4.0
ACT-INF,2024-02-01,HEALTH CENTER,749.0,9.0,294.0,953.0,,5.0,483,106.0,30,DISTRICT22,BLISTER,5.0
ITN,2024-02-01,HEALTH CENTER,2024.0,4.0,421.0,857.0,,1080.0,-113,434.0,50,DISTRICT37,PIECE,1080.0
PYRA-SAC,2025-02-01,HEALTH CENTER,1612.0,348.0,513.0,1372.0,1565.0,269.0,498,504.0,1,DISTRICT29,SACHET,-1296.0
ACT-INF,2025-08-01,HEALTH CENTER,30.0,0.0,6.0,23.0,,272.0,-283,4.0,30,DISTRICT16,BLISTER,272.0
ART-SUP,2025-05-01,HEALTH CENTER,1835.0,126.0,399.0,1075.0,,5743.0,-94,169.0,2,DISTRICT15,CAPSULE,5743.0
ART-SUP,2025-05-01,HEALTH CENTER,640.0,145.0,124.0,1172.0,,1004.0,-42,102.0,2,DISTRICT2,CAPSULE,1004.0
ACT-INF,2025-02-01,HEALTH CENTER,121.0,30.0,135.0,542.0,,1.0,-4,14.0,30,DISTRICT36,BLISTER,1.0
QUIN,2024-11-01,HEALTH CENTER,292.0,0.0,311.0,709.0,,3.0,1274,56.0,1000,DISTRICT16,TABLET,3.0
ACT-SC,2025-08-01,HEALTH CENTER,6203.0,32.0,355.0,2797.0,,0.0,-49,285.0,30,DISTRICT14,BLISTER,0.0
QUIN,2024-08-01,HEALTH CENTER,1384.0,628.0,124.0,682.0,,1.0,-264,42.0,1000,DISTRICT18,TABLET,1.0
ITN,2024-11-01,HEALTH CENTER,1216.0,0.0,413.0,1668.0,,154.0,-519,53.0,50,DISTRICT2,PIECE,154.0
ACT-AD,2024-11-01,HEALTH CENTER,289.0,0.0,7.0,235.0,455.0,0.0,-260,1.0,30,DISTRICT8,BLISTER,-455.0
ACT-GC,2024-05-01,HEALTH CENTER,202.0,3.0,65.0,563.0,,29.0,7,2.0,30,DISTRICT1,BLISTER,29.0
ACT-INF,2024-08-01,HEALTH CENTER,86.0,0.0,33.0,236.0,,2.0,-370,4.0,30,DISTRICT35,BLISTER,2.0
ACT-INF,2024-11-01,HEALTH CENTER,10.0,126.0,29.0,190.0,,493.0,-70,3.0,30,DISTRICT30,BLISTER,493.0
ART-SUP,2025-08-01,HEALTH CENTER,3151.0,2.0,197.0,1572.0,,0.0,-347,58.0,2,DISTRICT10,CAPSULE,0.0
ART-INJ,2025-02-01,HEALTH CENTER,2625.0,973.0,614.0,3730.0,1095.0,17.0,-214,234.0,5,DISTRICT1,VIAL,-1078.0
SP,2024-08-01,HEALTH CENTER,1266.0,0.0,320.0,259.0,,58.0,-4,274.0,1000,DISTRICT8,TABLET,58.0
ACT-INF,2024-05-01,HEALTH CENTER,216.0,1.0,31.0,308.0,,67.0,-1056,10.0,30,DISTRICT25,BLISTER,67.0
ART-SUP,2025-05-01,HEALTH CENTER,381.0,15.0,198.0,55.0,,697.0,-37,227.0,2,DISTRICT33,CAPSULE,697.0
ART-INJ,2025-02-01,HEALTH CENTER,1430.0,278.0,552.0,1630.0,,1522.0,336,251.0,5,DISTRICT30,VIAL,1522.0
SP,2025-11-01,HEALTH CENTER,342.0,21.0,72.0,680.0,,52.0,-186,51.0,1000,DISTRICT25,TABLET,52.0
SP,2025-02-01,HEALTH CENTER,85.0,0.0,4.0,87.0,232.0,0.0,-83,4.0,1000,DISTRICT3,TABLET,-232.0
SP,2024-02-01,DISTRICT HOSPITAL,1125.0,0.0,159.0,490.0,,1.0,983,223.0,1000,DISTRICT14,TABLET,1.0
PYRA-SAC,2025-02-01,HEALTH CENTER,5.0,2085.0,50.0,280.0,,6403.0,805,33.0,1,DISTRICT31,SACHET,6403.0
PYRA-SAC,2024-05-01,HEALTH CENTER,4974.0,19.0,664.0,3356.0,983.0,292.0,110,1425.0,1,DISTRICT32,SACHET,-691.0
PYRA-SAC,2024-11-01,HEALTH CENTER,284.0,0.0,16.0,596.0,,431.0,551,29.0,1,DISTRICT15,SACHET,431.0
ART-INJ,2024-08-01,DISTRICT HOSPITAL,1718.0,1.0,243.0,2033.0,,17.0,-23,20.0,5,DISTRICT32,VIAL,17.0
ART-SUP,2025-05-01,HEALTH CENTER,1939.0,1091.0,520.0,3334.0,1031.0,2863.0,329,219.0,2,DISTRICT33,CAPSULE,1832.0
ART-INJ,2025-02-01,HEALTH CENTER,2254.0,70.0,602.0,2559.0,,115.0,-202,362.0,5,DISTRICT19,VIAL,115.0
RDT,2024-11-01,HEALTH CENTER,1370.0,465.0,252.0,1360.0,405.0,1.0,-114,44.0,25,DISTRICT15,PIECE,-404.0
ART-INJ,2024-08-01,HEALTH CENTER,4808.0,292.0,474.0,5133.0,,3.0,15,437.0,5,DISTRICT24,VIAL,3.0
ART-INJ,2024-11-01,HEALTH CENTER,1566.0,0.0,81.0,849.0,160.0,0.0,-29,101.0,5,DISTRICT3,VIAL,-160.0
PYRA-COMP,2024-02-01,HEALTH CENTER,264.0,1.0,7.0,181.0,,0.0,-174,1.0,1,DISTRICT9,TABLET,0.0
SP,2025-11-01,HEALTH CENTER,16.0,276.0,113.0,34.0,,156.0,-166,144.0,1000,DISTRICT33,TABLET,156.0
SP,2025-08-01,HEALTH CENTER,597.0,0.0,54.0,11.0,151.0,0.0,-707,7.0,1000,DISTRICT15,TABLET,-151.0
ACT-SC,2024-08-01,HEALTH CENTER,1038.0,1.0,148.0,232.0,,0.0,162,88.0,30,DISTRICT7,BLISTER,0.0
PYRA-SAC,2025-05-01,HEALTH CENTER,6.0,4.0,0.0,3.0,,4.0,-220,0.0,1,DISTRICT29,SACHET,4.0
ACT-AD,2024-05-01,HEALTH CENTER,750.0,17.0,184.0,1119.0,,0.0,-150,302.0,30,DISTRICT30,BLISTER,0.0
ACT-GC,2024-05-01,HEALTH CENTER,2199.0,13.0,989.0,1431.0,,2088.0,-312,926.0,30,DISTRICT25,BLISTER,2088.0
ACT-GC,2024-08-01,HEALTH CENTER,108.0,73.0,26.0,399.0,,3.0,-264,39.0,30,DISTRICT9,BLISTER,3.0
SP,2024-11-01,HEALTH CENTER,75.0,182.0,193.0,1089.0,801.0,251.0,296,174.0,1000,DISTRICT36,TABLET,-550.0
ACT-AD,2025-02-01,HEALTH CENTER,735.0,9.0,76.0,358.0,,10.0,-269,103.0,30,DISTRICT30,BLISTER,10.0
ITN,2025-02-01,HEALTH CENTER,721.0,0.0,118.0,1355.0,,0.0,-9,32.0,50,DISTRICT30,PIECE,0.0
ACT-INF,2024-11-01,HEALTH CENTER,239.0,11.0,27.0,171.0,,0.0,13,40.0,30,DISTRICT29,BLISTER,0.0
ACT-INF,2024-08-01,HEALTH CENTER,3449.0,1147.0,518.0,2175.0,,275.0,32,713.0,30,DISTRICT5,BLISTER,275.0
PYRA-COMP,2024-05-01,HEALTH CENTER,195.0,12.0,1.0,263.0,,0.0,-384,0.0,1,DISTRICT12,TABLET,0.0
ACT-INF,2025-02-01,HEALTH CENTER,372.0,58.0,268.0,288.0,,0.0,256,182.0,30,DISTRICT19,BLISTER,0.0
ACT-SC,2025-11-01,DISTRICT HOSPITAL,7210.0,33.0,1712.0,8854.0,1429.0,1169.0,264,2401.0,30,DISTRICT6,BLISTER,-260.0
RDT,2025-11-01,HEALTH CENTER,113.0,0.0,2.0,676.0,,0.0,1090,1.0,25,DISTRICT17,PIECE,0.0
PYRA-COMP,2024-11-01,HEALTH CENTER,730.0,20.0,190.0,1241.0,,15.0,-390,28.0,1,DISTRICT33,TABLET,15.0
QUIN,2025-02-01,HEALTH CENTER,209.0,52.0,52.0,1067.0,,0.0,927,17.0,1000,DISTRICT14,TABLET,0.0
RDT,2024-05-01,HEALTH CENTER,715.0,0.0,28.0,1611.0,1758.0,41.0,60,35.0,25,DISTRICT16,PIECE,-1717.0
ART-SUP,2025-02-01,HEALTH CENTER,86.0,1132.0,96.0,658.0,,6.0,613,99.0,2,DISTRICT10,CAPSULE,6.0
ACT-INF,2025-02-01,HEALTH CENTER,1274.0,15.0,29.0,606.0,,36.0,-478,7.0,30,DISTRICT1,BLISTER,36.0
ACT-SC,2025-02-01,HEALTH CENTER,134.0,2.0,33.0,58.0,,2.0,-171,4.0,30,DISTRICT33,BLISTER,2.0
PYRA-COMP,2025-02-01,HEALTH CENTER,825.0,89.0,95.0,1001.0,356.0,0.0,45,25.0,1,DISTRICT9,TABLET,-356.0
ACT-AD,2024-05-01,HEALTH CENTER,270.0,0.0,13.0,3.0,254.0,0.0,-533,1.0,30,DISTRICT11,BLISTER,-254.0
PYRA-SAC,2025-11-01,HEALTH CENTER,157.0,1164.0,104.0,1204.0,,16.0,217,32.0,1,DISTRICT9,SACHET,16.0
ACT-AD,2025-08-01,HEALTH CENTER,11.0,9.0,10.0,33.0,649.0,834.0,338,1.0,30,DISTRICT20,BLISTER,185.0
PYRA-SAC,2025-11-01,HEALTH CENTER,352.0,99.0,96.0,1558.0,,110.0,527,90.0,1,DISTRICT28,SACHET,110.0
ACT-AD,2024-05-01,HEALTH CENTER,7.0,1.0,0.0,6.0,,0.0,-1057,0.0,30,DISTRICT14,BLISTER,0.0
ACT-GC,2024-05-01,HEALTH CENTER,1764.0,833.0,625.0,1111.0,535.0,0.0,-567,669.0,30,DISTRICT38,BLISTER,-535.0
SP,2024-08-01,REGIONAL HOSPITAL,218.0,1.0,26.0,178.0,702.0,1.0,312,5.0,1000,DISTRICT38,TABLET,-701.0
ACT-SC,2025-08-01,HEALTH CENTER,1040.0,9.0,115.0,774.0,,10.0,272,40.0,30,DISTRICT7,BLISTER,10.0
ACT-GC,2024-02-01,HEALTH CENTER,532.0,0.0,18.0,552.0,,125.0,7,171.0,30,DISTRICT26,BLISTER,125.0
RDT,2024-11-01,HEALTH CENTER,25.0,2.0,23.0,5.0,482.0,43.0,24,3.0,25,DISTRICT18,PIECE,-439.0
SP,2024-05-01,HEALTH CENTER,616.0,172.0,915.0,530.0,959.0,599.0,-284,1186.0,1000,DISTRICT26,TABLET,-360.0
ACT-INF,2025-02-01,HEALTH CENTER,952.0,9.0,97.0,188.0,,0.0,274,5.0,30,DISTRICT16,BLISTER,0.0
ACT-AD,2024-11-01,HEALTH CENTER,99.0,519.0,87.0,603.0,,418.0,-192,157.0,30,DISTRICT33,BLISTER,418.0
PYRA-COMP,2025-08-01,HEALTH CENTER,1384.0,200.0,311.0,2046.0,686.0,7.0,-335,161.0,1,DISTRICT29,TABLET,-679.0
RDT,2025-05-01,HEALTH CENTER,149.0,188.0,120.0,149.0,475.0,100.0,-300,43.0,25,DISTRICT23,PIECE,-375.0
ACT-AD,2025-11-01,HEALTH CENTER,687.0,0.0,43.0,641.0,,0.0,-379,5.0,30,DISTRICT14,BLISTER,0.0
ART-SUP,2024-02-01,HEALTH CENTER,658.0,137.0,470.0,1853.0,,1926.0,551,533.0,2,DISTRICT28,CAPSULE,1926.0
ITN,2025-05-01,HEALTH CENTER,923.0,0.0,69.0,471.0,177.0,1.0,-380,1.0,50,DISTRICT37,PIECE,-176.0
ITN,2024-02-01,HEALTH CENTER,700.0,101.0,363.0,1029.0,,0.0,-240,206.0,50,DISTRICT38,PIECE,0.0
RDT,2025-08-01,DISTRICT HOSPITAL,967.0,4.0,280.0,680.0,,0.0,325,70.0,25,DISTRICT21,PIECE,0.0
RDT,2024-11-01,HEALTH CENTER,1730.0,428.0,514.0,707.0,,716.0,195,749.0,25,DISTRICT16,PIECE,716.0
PYRA-SAC,2024-05-01,HEALTH CENTER,1239.0,842.0,36.0,1155.0,302.0,81.0,880,8.0,1,DISTRICT18,SACHET,-221.0
PYRA-COMP,2025-08-01,HEALTH CENTER,2295.0,1029.0,713.0,432.0,,10952.0,200,264.0,1,DISTRICT23,TABLET,10952.0
PYRA-SAC,2025-02-01,HEALTH CENTER,1841.0,707.0,319.0,1073.0,,174.0,718,182.0,1,DISTRICT28,SACHET,174.0
ACT-AD,2024-08-01,HEALTH CENTER,479.0,245.0,351.0,95.0,,13196.0,99,313.0,30,DISTRICT33,BLISTER,13196.0
ACT-INF,2025-08-01,HEALTH CENTER,1344.0,44.0,433.0,950.0,,4770.0,-329,645.0,30,DISTRICT13,BLISTER,4770.0
ACT-INF,2025-05-01,HEALTH CENTER,562.0,135.0,380.0,290.0,,1243.0,-387,411.0,30,DISTRICT15,BLISTER,1243.0
ITN,2024-05-01,HEALTH CENTER,2095.0,7.0,372.0,793.0,520.0,78.0,9,557.0,50,DISTRICT8,PIECE,-442.0
PYRA-SAC,2025-08-01,HEALTH CENTER,2550.0,512.0,468.0,4087.0,,100.0,-380,492.0,1,DISTRICT9,SACHET,100.0
ART-INJ,2025-05-01,HEALTH CENTER,144.0,710.0,51.0,184.0,,1564.0,-261,158.0,5,DISTRICT28,VIAL,1564.0
ITN,2024-11-01,HEALTH CENTER,287.0,1.0,48.0,473.0,,51.0,-340,10.0,50,DISTRICT32,PIECE,51.0
ACT-INF,2024-08-01,HEALTH CENTER,1118.0,574.0,53.0,1334.0,1342.0,21.0,-43,38.0,30,DISTRICT38,BLISTER,-1321.0
ART-SUP,2024-08-01,HEALTH CENTER,5005.0,1668.0,2098.0,5203.0,,14710.0,-6,3110.0,2,DISTRICT16,CAPSULE,14710.0
PYRA-COMP,2024-02-01,HEALTH CENTER,145.0,8.0,135.0,9.0,,2536.0,-329,160.0,1,DISTRICT28,TABLET,2536.0
SP,2024-11-01,HEALTH CENTER,1208.0,268.0,184.0,1794.0,855.0,444.0,-145,182.0,1000,DISTRICT24,TABLET,-411.0
ACT-INF,2024-11-01,HEALTH CENTER,1053.0,242.0,304.0,1055.0,,1291.0,-466,273.0,30,DISTRICT2,BLISTER,1291.0
ITN,2024-11-01,HEALTH CENTER,275.0,1.0,17.0,160.0,,0.0,14,7.0,50,DISTRICT32,PIECE,0.0
PYRA-SAC,2025-05-01,DISTRICT HOSPITAL,1027.0,351.0,403.0,1016.0,,292.0,-118,237.0,1,DISTRICT37,SACHET,292.0
ART-INJ,2024-05-01,HEALTH CENTER,1973.0,455.0,1081.0,4656.0,254.0,160.0,-617,775.0,5,DISTRICT24,VIAL,-94.0
ACT-GC,2025-05-01,HEALTH CENTER,73.0,3.0,19.0,21.0,,228.0,-311,6.0,30,DISTRICT20,BLISTER,228.0
ART-INJ,2024-05-01,HEALTH CENTER,297.0,4.0,182.0,620.0,,0.0,-203,6.0,5,DISTRICT25,VIAL,0.0
ACT-INF,2024-08-01,HEALTH CENTER,481.0,16.0,307.0,562.0,,1295.0,-283,103.0,30,DISTRICT14,BLISTER,1295.0
ART-INJ,2025-05-01,HEALTH CENTER,508.0,328.0,196.0,575.0,,15.0,261,84.0,5,DISTRICT19,VIAL,15.0
ACT-INF,2025-02-01,HEALTH CENTER,234.0,0.0,2.0,88.0,570.0,0.0,263,5.0,30,DISTRICT1,BLISTER,-570.0
ITN,2024-02-01,HEALTH CENTER,1580.0,126.0,252.0,1436.0,533.0,151.0,633,20.0,50,DISTRICT23,PIECE,-382.0
SP,2024-05-01,HEALTH CENTER,10091.0,538.0,2167.0,14230.0,,3.0,108,2579.0,1000,DISTRICT31,TABLET,3.0
ART-INJ,2024-11-01,HEALTH CENTER,2685.0,108.0,1051.0,1878.0,,6396.0,-405,1681.0,5,DISTRICT7,VIAL,6396.0
SP,2025-08-01,HEALTH CENTER,1053.0,2554.0,590.0,1712.0,,48.0,-804,343.0,1000,DISTRICT8,TABLET,48.0
ACT-GC,2025-11-01,HEALTH CENTER,825.0,0.0,120.0,838.0,1010.0,13.0,-377,26.0,30,DISTRICT31,BLISTER,-997.0
ACT-GC,2025-02-01,HEALTH CENTER,4817.0,0.0,584.0,1172.0,668.0,2609.0,-423,972.0,30,DISTRICT32,BLISTER,1941.0
QUIN,2025-08-01,HEALTH CENTER,191.0,0.0,216.0,434.0,,3232.0,306,172.0,1000,DISTRICT30,TABLET,3232.0
SP,2024-05-01,HEALTH CENTER,922.0,582.0,719.0,1845.0,,2193.0,-752,353.0,1000,DISTRICT29,TABLET,2193.0
ACT-INF,2025-02-01,HEALTH CENTER,358.0,0.0,8.0,6.0,244.0,0.0,37,0.0,30,DISTRICT33,BLISTER,-244.0
ART-SUP,2025-08-01,DISTRICT HOSPITAL,155.0,254.0,140.0,159.0,,0.0,-924,352.0,2,DISTRICT25,CAPSULE,0.0
ITN,2024-08-01,HEALTH CENTER,3265.0,575.0,1339.0,2366.0,,12.0,11,886.0,50,DISTRICT35,PIECE,12.0
ACT-GC,2025-02-01,HEALTH CENTER,6.0,0.0,29.0,204.0,,0.0,56,5.0,30,DISTRICT10,BLISTER,0.0
ITN,2024-02-01,HEALTH CENTER,247.0,0.0,34.0,10.0,,88.0,217,43.0,50,DISTRICT24,PIECE,88.0
QUIN,2025-11-01,HEALTH CENTER,1037.0,0.0,248.0,36.0,,4157.0,-357,230.0,1000,DISTRICT15,TABLET,4157.0
QUIN,2024-11-01,HEALTH CENTER,5167.0,0.0,1031.0,2189.0,,4562.0,82,690.0,1000,DISTRICT22,TABLET,4562.0
ACT-SC,2025-11-01,HEALTH CENTER,1740.0,1.0,239.0,872.0,,397.0,537,139.0,30,DISTRICT24,BLISTER,397.0
ART-INJ,2025-08-01,HEALTH CENTER,4808.0,35.0,1131.0,7008.0,,557.0,-116,1651.0,5,DISTRICT24,VIAL,557.0
ACT-GC,2024-08-01,HEALTH CENTER,704.0,0.0,288.0,537.0,,1437.0,290,323.0,30,DISTRICT20,BLISTER,1437.0
ACT-GC,2025-11-01,HEALTH CENTER,757.0,14.0,180.0,575.0,,17.0,-1155,197.0,30,DISTRICT9,BLISTER,17.0
ACT-INF,2025-05-01,HEALTH CENTER,550.0,6.0,78.0,954.0,,0.0,85,7.0,30,DISTRICT17,BLISTER,0.0
PYRA-COMP,2025-11-01,HEALTH CENTER,508.0,2458.0,595.0,1550.0,871.0,2556.0,-59,797.0,1,DISTRICT22,TABLET,1685.0
ART-INJ,2025-11-01,HEALTH CENTER,1647.0,1.0,241.0,570.0,,0.0,514,396.0,5,DISTRICT29,VIAL,0.0
ITN,2025-11-01,HEALTH CENTER,1029.0,30.0,180.0,1207.0,,0.0,-180,16.0,50,DISTRICT3,PIECE,0.0
ART-INJ,2025-11-01,HEALTH CENTER,475.0,622.0,162.0,1411.0,794.0,2.0,-95,54.0,5,DISTRICT14,VIAL,-792.0
ITN,2025-02-01,HEALTH CENTER,1718.0,77.0,852.0,1839.0,1760.0,146.0,895,434.0,50,DISTRICT9,PIECE,-1614.0
ITN,2025-02-01,HEALTH CENTER,2408.0,0.0,987.0,277.0,,1532.0,631,1099.0,50,DISTRICT9,PIECE,1532.0
PYRA-SAC,2024-11-01,HEALTH CENTER,2.0,22.0,3.0,8.0,172.0,200.0,462,0.0,1,DISTRICT20,SACHET,28.0
PYRA-SAC,2025-05-01,HEALTH CENTER,222.0,310.0,196.0,728.0,,1905.0,351,96.0,1,DISTRICT15,SACHET,1905.0
PYRA-SAC,2025-08-01,HEALTH CENTER,220.0,474.0,32.0,196.0,,510.0,142,91.0,1,DISTRICT22,SACHET,510.0
ACT-SC,2024-11-01,HEALTH CENTER,128.0,0.0,43.0,17.0,,606.0,86,26.0,30,DISTRICT31,BLISTER,606.0
ACT-GC,2025-08-01,HEALTH CENTER,1683.0,7.0,191.0,4048.0,,0.0,-740,151.0,30,DISTRICT36,BLISTER,0.0
ART-SUP,2024-11-01,DISTRICT HOSPITAL,176.0,20.0,80.0,151.0,,0.0,86,84.0,2,DISTRICT13,CAPSULE,0.0
RDT,2024-11-01,HEALTH CENTER,76.0,6.0,49.0,731.0,,0.0,772,50.0,25,DISTRICT16,PIECE,0.0
ACT-INF,2025-11-01,HEALTH CENTER,498.0,3172.0,448.0,987.0,,2.0,310,227.0,30,DISTRICT7,BLISTER,2.0
ITN,2024-02-01,HEALTH CENTER,292.0,2.0,87.0,425.0,,7.0,11,19.0,50,DISTRICT17,PIECE,7.0
ACT-AD,2024-05-01,HEALTH CENTER,1437.0,1598.0,637.0,2001.0,887.0,5.0,-419,658.0,30,DISTRICT1,BLISTER,-882.0
PYRA-COMP,2024-02-01,HEALTH CENTER,1494.0,21.0,593.0,1294.0,,6986.0,458,587.0,1,DISTRICT19,TABLET,6986.0
ART-INJ,2024-08-01,HEALTH CENTER,2298.0,1.0,100.0,264.0,,25.0,-435,58.0,5,DISTRICT21,VIAL,25.0
ITN,2025-02-01,HEALTH CENTER,494.0,856.0,62.0,274.0,1355.0,1.0,-691,3.0,50,DISTRICT20,PIECE,-1354.0
ACT-GC,2024-05-01,HEALTH CENTER,1748.0,32.0,115.0,2814.0,,3.0,-431,146.0,30,DISTRICT33,BLISTER,3.0
ACT-AD,2024-11-01,HEALTH CENTER,46.0,0.0,10.0,65.0,,1.0,-268,1.0,30,DISTRICT14,BLISTER,1.0
PYRA-COMP,2025-05-01,HEALTH CENTER,1023.0,76.0,194.0,1695.0,,34.0,-437,77.0,1,DISTRICT38,TABLET,34.0
PYRA-SAC,2024-08-01,HEALTH CENTER,674.0,51.0,35.0,908.0,,2.0,-481,47.0,1,DISTRICT30,SACHET,2.0
ART-SUP,2025-11-01,HEALTH CENTER,434.0,2447.0,415.0,1265.0,,0.0,284,261.0,2,DISTRICT7,CAPSULE,0.0
ACT-GC,2024-02-01,HEALTH CENTER,2349.0,0.0,133.0,2067.0,155.0,0.0,-623,157.0,30,DISTRICT33,BLISTER,-155.0
PYRA-COMP,2024-08-01,DISTRICT HOSPITAL,8.0,0.0,1.0,2.0,233.0,561.0,-129,1.0,1,DISTRICT26,TABLET,328.0
ITN,2025-11-01,HEALTH CENTER,82.0,5.0,52.0,116.0,,1.0,-143,94.0,50,DISTRICT33,PIECE,1.0
ACT-SC,2025-02-01,HEALTH CENTER,52.0,1.0,212.0,446.0,,398.0,287,57.0,30,DISTRICT26,BLISTER,398.0
ART-SUP,2024-02-01,HEALTH CENTER,4137.0,0.0,448.0,340.0,762.0,4294.0,129,422.0,2,DISTRICT20,CAPSULE,3532.0
PYRA-COMP,2025-05-01,HEALTH CENTER,2247.0,5.0,543.0,608.0,402.0,127.0,-859,435.0,1,DISTRICT20,TABLET,-275.0
PYRA-COMP,2024-02-01,HEALTH CENTER,274.0,20.0,17.0,284.0,,7.0,241,8.0,1,DISTRICT28,TABLET,7.0
ART-INJ,2024-05-01,HEALTH CENTER,1884.0,1.0,388.0,546.0,,48.0,-546,95.0,5,DISTRICT28,VIAL,48.0
ART-INJ,2024-11-01,HEALTH CENTER,1366.0,149.0,82.0,2207.0,546.0,204.0,667,25.0,5,DISTRICT10,VIAL,-342.0
RDT,2025-11-01,HEALTH CENTER,3334.0,0.0,287.0,2272.0,1209.0,4096.0,194,378.0,25,DISTRICT16,PIECE,2887.0
ACT-GC,2025-08-01,HEALTH CENTER,308.0,1.0,491.0,2029.0,,0.0,-663,103.0,30,DISTRICT29,BLISTER,0.0
PYRA-COMP,2024-05-01,HEALTH CENTER,734.0,9.0,174.0,783.0,655.0,796.0,-227,63.0,1,DISTRICT14,TABLET,141.0
ACT-SC,2024-08-01,HEALTH CENTER,175.0,6.0,181.0,102.0,,1668.0,-265,77.0,30,DISTRICT36,BLISTER,1668.0
SP,2024-02-01,HEALTH CENTER,2498.0,1.0,580.0,3133.0,639.0,2.0,-172,296.0,1000,DISTRICT20,TABLET,-637.0
ITN,2025-11-01,HEALTH CENTER,882.0,0.0,56.0,136.0,,241.0,-898,91.0,50,DISTRICT5,PIECE,241.0
ACT-INF,2025-05-01,HEALTH CENTER,110.0,1.0,88.0,662.0,,7.0,320,42.0,30,DISTRICT15,BLISTER,7.0
ACT-GC,2025-11-01,HEALTH CENTER,2106.0,0.0,149.0,356.0,,0.0,-235,12.0,30,DISTRICT24,BLISTER,0.0
SP,2025-08-01,DISTRICT HOSPITAL,1390.0,29.0,253.0,3545.0,,705.0,-222,259.0,1000,DISTRICT30,TABLET,705.0
PYRA-SAC,2025-11-01,HEALTH CENTER,2258.0,221.0,831.0,2272.0,,108.0,152,422.0,1,DISTRICT33,SACHET,108.0
ACT-SC,2025-02-01,HEALTH CENTER,1508.0,39.0,226.0,1439.0,,0.0,293,43.0,30,DISTRICT36,BLISTER,0.0
ACT-INF,2025-08-01,HEALTH CENTER,36.0,1.0,29.0,42.0,,0.0,-270,12.0,30,DISTRICT16,BLISTER,0.0
ACT-GC,2024-11-01,DISTRICT HOSPITAL,550.0,0.0,60.0,897.0,440.0,1.0,444,53.0,30,DISTRICT29,BLISTER,-439.0
ACT-INF,2025-05-01,HEALTH CENTER,2038.0,0.0,96.0,1230.0,,62.0,-271,57.0,30,DISTRICT24,BLISTER,62.0
ACT-GC,2024-05-01,HEALTH CENTER,180.0,10.0,10.0,283.0,,0.0,346,0.0,30,DISTRICT32,BLISTER,0.0
ART-SUP,2025-08-01,HEALTH CENTER,71.0,1026.0,233.0,241.0,,16.0,603,388.0,2,DISTRICT23,CAPSULE,16.0
PYRA-COMP,2025-11-01,DISTRICT HOSPITAL,1615.0,0.0,367.0,933.0,,974.0,-280,246.0,1,DISTRICT13,TABLET,974.0
ITN,2025-02-01,HEALTH CENTER,1.0,15.0,1.0,8.0,,2.0,-127,2.0,50,DISTRICT32,PIECE,2.0
QUIN,2025-05-01,HEALTH CENTER,763.0,530.0,700.0,5362.0,,0.0,117,594.0,1000,DISTRICT20,TABLET,0.0
RDT,2024-05-01,HEALTH CENTER,56.0,32.0,27.0,176.0,,0.0,124,1.0,25,DISTRICT25,PIECE,0.0
ACT-SC,2024-11-01,HEALTH CENTER,8295.0,4249.0,2560.0,11182.0,,33.0,-95,1442.0,30,DISTRICT25,BLISTER,33.0
ART-INJ,2024-08-01,HEALTH CENTER,822.0,0.0,75.0,334.0,,0.0,-398,112.0,5,DISTRICT20,VIAL,0.0
ACT-GC,2025-11-01,HEALTH CENTER,1595.0,0.0,388.0,1102.0,,0.0,459,576.0,30,DISTRICT20,BLISTER,0.0
QUIN,2025-02-01,HEALTH CENTER,35.0,0.0,40.0,260.0,,0.0,421,4.0,1000,DISTRICT31,TABLET,0.0
