,beginning_balance,quantity_received,quantity_dispensed,total_losses_and_adjustments,stock_in_hand,months_of_stock,amc,product_group_ART,product_group_DIAG,product_group_PREV,product_group_PYRA,product_group_SP,facility_type_HOSPITAL,reporting_month_February,reporting_month_May,reporting_month_November,zone_type_URBAN,High_Transmission_Preparation_YES,stock_status_Critical,stock_status_Low,stock_status_Overstock,stock_status_Stockout
6149,1919.0,0.0,840.0,382,1313.0,2.1,621.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7855,693.0,0.0,67.0,-155,132.0,26.4,5.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1517,432.0,183.0,140.0,334,458.0,6.4,72.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
333,111.0,0.0,10.0,575,13.0,3.2,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4437,2914.0,100.0,778.0,-366,1994.0,1.5,1333.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
7587,2164.0,0.0,388.0,133,1467.0,10.4,141.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8496,97.0,9.0,13.0,75,52.0,10.4,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8078,523.0,403.0,18.0,-225,359.0,3.6,100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8456,253.0,562.0,97.0,73,234.0,3.2,72.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
7698,2066.0,18.0,400.0,541,2187.0,4.6,475.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2109,205.0,75.0,200.0,509,464.0,3.3,141.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5110,2.0,88.0,14.0,361,6.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4131,2454.0,0.0,162.0,-912,417.0,2.1,202.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4631,794.0,0.0,634.0,-361,409.0,5.5,74.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2891,4087.0,1.0,1279.0,-310,3721.0,5.3,702.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4803,2.0,5.0,7.0,242,55.0,18.3,3.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5440,565.0,242.0,78.0,502,271.0,1.7,163.0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
825,334.0,79.0,180.0,217,510.0,2.2,234.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6561,895.0,144.0,147.0,57,923.0,46.2,20.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6210,345.0,1658.0,225.0,188,835.0,6.2,135.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5421,1920.0,0.0,159.0,455,702.0,4.3,165.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3595,818.0,471.0,671.0,501,1562.0,3.7,427.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
4464,887.0,676.0,297.0,-231,3496.0,13.2,265.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7758,65.0,3.0,4.0,-477,61.0,8.7,7.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2605,3151.0,1044.0,1539.0,51,1304.0,1.1,1239.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4314,544.0,2.0,215.0,-290,581.0,3.5,166.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5136,638.0,0.0,135.0,190,1262.0,30.8,41.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
389,77.0,53.0,89.0,959,80.0,0.7,116.0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
7484,1148.0,0.0,31.0,761,255.0,3.0,86.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8708,222.0,0.0,12.0,810,126.0,126.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5418,219.0,0.0,114.0,922,56.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3657,1829.0,1696.0,1255.0,-394,7729.0,9.9,781.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
7892,807.0,21.0,147.0,-581,684.0,21.4,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1058,24.0,67.0,34.0,674,19.0,9.5,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6648,4421.0,556.0,717.0,-349,2023.0,4.3,474.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4596,80.0,318.0,168.0,-202,962.0,6.7,143.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6760,1023.0,10.0,113.0,35,546.0,10.7,51.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
5148,1955.0,0.0,124.0,-317,688.0,4.8,144.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1560,727.0,0.0,232.0,-56,853.0,6.5,132.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
3280,301.0,1618.0,357.0,467,2376.0,10.9,217.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7739,732.0,1.0,257.0,-170,630.0,7.3,86.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
387,613.0,12.0,410.0,669,376.0,0.9,408.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
6952,287.0,1.0,48.0,-340,473.0,47.3,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6576,2554.0,0.0,607.0,-186,715.0,2.2,327.0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
6893,1939.0,1091.0,520.0,329,3334.0,15.2,219.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5162,323.0,177.0,73.0,-911,243.0,4.8,51.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8041,3755.0,12.0,1082.0,848,2769.0,3.8,720.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4361,1658.0,0.0,93.0,328,941.0,37.6,25.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
7409,128.0,735.0,104.0,282,480.0,2.3,209.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7859,277.0,7.0,45.0,-988,361.0,45.1,8.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1369,3316.0,45.0,1159.0,-579,1654.0,1.9,866.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
6723,359.0,607.0,226.0,-212,438.0,1.9,235.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
4004,18.0,8.0,7.0,-119,8.0,1.3,6.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1634,188.0,0.0,9.0,993,132.0,66.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
4345,48.0,14.0,125.0,-2,75.0,1.6,46.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
7373,1047.0,14.0,180.0,804,967.0,6.5,149.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
3366,17.0,20.0,21.0,-584,26.0,26.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2732,13.0,3.0,40.0,180,45.0,1.2,36.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
7465,1578.0,2088.0,505.0,-504,1921.0,3.7,520.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3879,972.0,155.0,384.0,526,2594.0,7.1,363.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4453,14.0,0.0,13.0,-137,35.0,5.0,7.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
136,1254.0,0.0,62.0,-530,689.0,38.3,18.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2654,1029.0,96.0,187.0,-428,707.0,7.1,100.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
2201,110.0,35.0,96.0,-405,17.0,0.4,43.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1697,604.0,238.0,277.0,198,733.0,8.1,90.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6294,2180.0,912.0,519.0,332,2158.0,3.6,602.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5905,175.0,534.0,111.0,-236,57.0,0.5,117.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
7391,184.0,0.0,194.0,545,19.0,0.1,148.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8101,795.0,0.0,297.0,-123,242.0,1.7,146.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8302,150.0,532.0,36.0,79,34.0,0.5,66.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
385,677.0,117.0,194.0,-668,69.0,0.5,152.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
6092,414.0,0.0,153.0,-15,138.0,0.9,147.0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
2597,1550.0,0.0,216.0,-212,398.0,3.1,128.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7106,2234.0,54.0,650.0,-180,1921.0,4.7,412.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2198,408.0,0.0,32.0,-292,606.0,15.9,38.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7733,876.0,642.0,430.0,662,1276.0,2.3,555.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1896,1677.0,0.0,173.0,618,1462.0,11.6,126.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
5274,3612.0,1.0,318.0,-69,3718.0,17.5,212.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
905,142.0,0.0,58.0,291,88.0,3.8,23.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5006,3392.0,0.0,502.0,350,5065.0,11.5,441.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4485,861.0,174.0,223.0,756,687.0,2.5,275.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
392,1831.0,48.0,676.0,57,1443.0,2.4,593.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
8183,2150.0,15.0,944.0,-37,1547.0,2.3,687.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3013,611.0,83.0,166.0,-128,421.0,2.2,188.0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
2087,2162.0,0.0,316.0,714,487.0,8.0,61.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
448,237.0,1.0,120.0,399,604.0,2.8,217.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
7749,191.0,12.0,130.0,776,66.0,0.5,142.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
7922,1316.0,23.0,358.0,-242,1354.0,4.0,339.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5653,1594.0,75.0,472.0,-155,2705.0,8.7,310.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6670,74.0,0.0,15.0,485,54.0,3.9,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3609,643.0,0.0,43.0,13,49.0,1.3,38.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5671,196.0,88.0,341.0,-107,503.0,1.7,290.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1651,8222.0,0.0,1083.0,100,4341.0,3.8,1140.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5429,1085.0,1466.0,118.0,410,367.0,2.2,167.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6971,4817.0,0.0,584.0,-423,1172.0,1.2,972.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4425,391.0,43.0,153.0,130,277.0,1.2,236.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3868,64.0,27.0,5.0,138,88.0,22.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4008,1334.0,540.0,365.0,-198,1002.0,2.9,348.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1954,36.0,117.0,138.0,158,205.0,6.6,31.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2749,2645.0,8.0,167.0,-318,1378.0,12.4,111.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
838,1521.0,2.0,160.0,764,932.0,16.1,58.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2343,33.0,767.0,341.0,928,1033.0,5.3,196.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
4224,865.0,41.0,28.0,-552,475.0,475.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6583,431.0,24.0,84.0,25,272.0,1.7,159.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5226,326.0,11.0,206.0,152,180.0,1.9,95.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4265,0.0,196.0,7.0,690,15.0,7.5,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6335,1588.0,562.0,357.0,-403,674.0,2.6,264.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2100,109.0,36.0,25.0,-82,268.0,22.3,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8103,954.0,0.0,196.0,-305,554.0,1.3,441.0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
382,86.0,68.0,42.0,261,272.0,19.4,14.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
5700,64.0,165.0,46.0,-394,436.0,6.7,65.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
7266,3976.0,1.0,600.0,-21,3111.0,7.2,432.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3561,1791.0,103.0,142.0,1,2128.0,14.9,143.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
4413,5586.0,39.0,719.0,-208,2564.0,2.1,1249.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
26,12.0,0.0,50.0,-68,39.0,0.3,114.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
7721,160.0,16.0,154.0,744,119.0,5.2,23.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
8140,270.0,43.0,85.0,-509,181.0,36.2,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
6330,138.0,110.0,55.0,-435,84.0,1.0,84.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
6154,921.0,2.0,1045.0,169,2637.0,5.7,466.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6332,702.0,11.0,296.0,23,3074.0,6.5,470.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2994,164.0,0.0,173.0,420,107.0,0.6,190.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
7949,8.0,0.0,7.0,592,191.0,23.9,8.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
6244,528.0,1.0,104.0,718,271.0,3.8,72.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
249,58.0,209.0,58.0,-225,122.0,2.3,54.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5924,136.0,52.0,242.0,254,142.0,0.9,151.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
8108,2183.0,11.0,236.0,285,3075.0,10.8,286.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
560,305.0,25.0,221.0,-187,823.0,5.5,149.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7184,1054.0,2.0,94.0,703,761.0,10.3,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2823,713.0,10.0,63.0,-574,605.0,6.9,88.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2547,88.0,1.0,54.0,-857,35.0,0.4,79.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1510,109.0,2.0,29.0,-18,170.0,3.3,51.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5969,1957.0,0.0,350.0,313,2526.0,3.3,762.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4012,29.0,0.0,60.0,350,69.0,69.0,1.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1981,82.0,12.0,4.0,-107,158.0,22.6,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4816,3887.0,7.0,733.0,-401,2688.0,5.4,498.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
377,2186.0,297.0,639.0,-390,2634.0,2.6,998.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4813,2771.0,53.0,606.0,610,2464.0,35.7,69.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2168,403.0,126.0,203.0,-340,139.0,1.1,124.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3093,1223.0,6.0,782.0,-246,2447.0,2.3,1073.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4330,304.0,103.0,7.0,19,143.0,47.7,3.0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
7169,627.0,1.0,93.0,-129,587.0,83.9,7.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1799,847.0,11.0,529.0,-600,1439.0,4.7,305.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6022,1921.0,13.0,699.0,-554,1514.0,1.9,782.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
7872,23.0,0.0,3.0,1125,3.0,3.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4611,2444.0,352.0,218.0,284,1723.0,21.5,80.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3742,48.0,229.0,219.0,-986,36.0,0.7,50.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4132,312.0,160.0,26.0,448,374.0,19.7,19.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3467,46.0,84.0,14.0,-380,42.0,2.3,18.0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
7270,303.0,31.0,122.0,277,525.0,7.7,68.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2165,123.0,48.0,62.0,330,205.0,14.6,14.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
6772,463.0,0.0,11.0,-344,46.0,2.3,20.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2945,208.0,18.0,162.0,347,333.0,2.5,133.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
7020,308.0,1.0,491.0,-663,2029.0,19.7,103.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
8178,4192.0,0.0,1057.0,-911,644.0,0.7,953.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4818,2965.0,1055.0,1350.0,-732,1444.0,2.1,676.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3109,426.0,29.0,21.0,-280,300.0,30.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4962,48.0,15.0,20.0,266,28.0,2.8,10.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1219,2761.0,0.0,466.0,-293,1361.0,10.8,126.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8501,61.0,41.0,5.0,78,65.0,65.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3734,1698.0,558.0,449.0,-354,1303.0,2.6,503.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4917,94.0,1.0,76.0,597,167.0,16.7,10.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
8182,269.0,0.0,57.0,226,646.0,646.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1377,223.0,0.0,37.0,43,54.0,4.5,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4677,595.0,9.0,143.0,-569,442.0,15.2,29.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
6969,1053.0,2554.0,590.0,-804,1712.0,5.0,343.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
7978,1098.0,0.0,26.0,66,296.0,22.8,13.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6708,1129.0,2.0,114.0,-681,1277.0,6.7,190.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1268,2844.0,962.0,1067.0,214,2424.0,1.8,1331.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5373,1305.0,14.0,237.0,735,1394.0,10.9,128.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2879,754.0,169.0,125.0,50,1765.0,14.3,123.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7087,2162.0,4.0,501.0,700,1353.0,3.3,413.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2845,15.0,0.0,10.0,-148,16.0,5.3,3.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1588,211.0,1.0,42.0,456,1227.0,14.1,87.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7951,628.0,92.0,92.0,-696,318.0,15.9,20.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
4094,766.0,0.0,11.0,-144,232.0,21.1,11.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
3619,72.0,57.0,331.0,-825,36.0,0.1,368.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2392,571.0,626.0,328.0,169,829.0,4.0,207.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
988,601.0,28.0,207.0,34,2053.0,6.3,324.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3431,3786.0,0.0,834.0,1,2142.0,2.7,779.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1202,305.0,660.0,515.0,-68,818.0,7.2,114.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4627,1394.0,168.0,422.0,-284,968.0,3.4,283.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1349,195.0,0.0,26.0,493,897.0,74.8,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3098,424.0,285.0,381.0,-338,1771.0,12.7,139.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5913,119.0,89.0,13.0,-644,96.0,12.0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1630,782.0,968.0,303.0,227,3132.0,31.6,99.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
3884,8.0,499.0,46.0,989,33.0,0.4,89.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5782,203.0,0.0,23.0,900,377.0,23.6,16.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3978,0.0,0.0,2.0,-182,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2641,1741.0,38.0,792.0,-44,721.0,1.2,587.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8534,3198.0,0.0,271.0,134,1386.0,13.0,107.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1934,3602.0,1523.0,1187.0,590,5117.0,7.1,720.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4512,920.0,0.0,124.0,572,193.0,0.8,250.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3979,2951.0,95.0,834.0,-226,2411.0,2.3,1044.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
793,1141.0,1.0,1117.0,-402,959.0,1.5,621.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2142,3225.0,3.0,732.0,-455,2033.0,2.5,815.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7013,52.0,1.0,212.0,287,446.0,7.8,57.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6327,19.0,0.0,2.0,-402,2.0,1.0,2.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4087,486.0,15.0,85.0,43,263.0,9.4,28.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
6821,29.0,355.0,31.0,49,808.0,404.0,2.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3464,2051.0,62.0,443.0,-478,1956.0,2.3,861.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4363,221.0,158.0,280.0,-104,230.0,6.4,36.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
6120,3488.0,57.0,826.0,22,1657.0,1.2,1429.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1654,1427.0,0.0,387.0,227,1994.0,4.6,432.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
985,4387.0,766.0,383.0,-414,4137.0,17.1,242.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
3078,716.0,38.0,104.0,-340,310.0,23.8,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2376,206.0,0.0,120.0,-101,48.0,0.5,99.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
7827,828.0,36.0,232.0,539,706.0,6.5,108.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3962,1491.0,20.0,66.0,-793,547.0,36.5,15.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
4948,158.0,974.0,22.0,-276,717.0,31.2,23.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6645,299.0,1.0,22.0,124,375.0,23.4,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
58,1601.0,26.0,307.0,-112,1319.0,13.9,95.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
3418,821.0,5.0,169.0,-572,1226.0,9.4,131.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1485,1611.0,488.0,621.0,-396,1941.0,7.0,278.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
8112,1486.0,27.0,332.0,257,673.0,3.9,171.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
4692,188.0,59.0,91.0,-74,145.0,0.8,190.0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
1090,794.0,6.0,52.0,761,276.0,12.0,23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4407,3729.0,217.0,685.0,-116,3547.0,3.8,942.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8198,66.0,1.0,42.0,244,375.0,125.0,3.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7216,38.0,5.0,11.0,-1160,7.0,0.2,39.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5298,183.0,18.0,62.0,-249,122.0,7.2,17.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
62,2691.0,175.0,215.0,-30,3990.0,47.5,84.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6387,724.0,317.0,176.0,-255,1845.0,5.4,344.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
5051,43.0,0.0,81.0,84,301.0,14.3,21.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37,488.0,3.0,296.0,-566,934.0,14.4,65.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
8338,466.0,409.0,279.0,57,818.0,1.9,437.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3622,427.0,275.0,210.0,-204,234.0,29.2,8.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
5950,889.0,2990.0,611.0,590,2263.0,3.0,759.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5343,839.0,28.0,388.0,576,483.0,1.0,503.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
4614,667.0,49.0,184.0,247,549.0,5.8,95.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
