product_primary_name,processing_periods_name,facility_type_name,beginning_balance,quantity_received,quantity_dispensed,stock_in_hand,quantity_requested,quantity_approved,total_losses_and_adjustments,amc,pack_size,zone,dispensing_unit
ART-SUP,2025-10-01,HEALTH CENTER,14.0,0.0,9.0,1.0,611.0,183.0,-790,1.0,2,DISTRICT30,CAPSULE
QUIN,2024-04-01,HEALTH CENTER,1161.0,0.0,404.0,196.0,,954.0,-1040,866.0,1000,DISTRICT31,TABLET
PYRA-COMP,2025-10-01,HEALTH CENTER,11.0,0.0,30.0,27.0,,0.0,-65,1.0,1,DISTRICT9,TABLET
SP,2025-05-01,HEALTH CENTER,2944.0,358.0,541.0,2236.0,,0.0,-558,806.0,1000,DISTRICT33,TABLET
ACT-GC,2024-09-01,HEALTH CENTER,5042.0,0.0,454.0,1506.0,,715.0,321,106.0,30,DISTRICT18,BLISTER
ACT-INF,2024-03-01,HEALTH CENTER,2940.0,231.0,1106.0,2066.0,,20.0,514,910.0,30,DISTRICT29,BLISTER
SP,2024-05-01,HEALTH CENTER,1056.0,1.0,417.0,852.0,921.0,1255.0,-165,560.0,1000,DISTRICT20,TABLET
PYRA-SAC,2025-09-01,HEALTH CENTER,939.0,913.0,210.0,434.0,1396.0,1.0,17,41.0,1,DISTRICT26,SACHET
ITN,2024-08-01,HEALTH CENTER,435.0,0.0,373.0,157.0,,17046.0,386,166.0,50,DISTRICT24,PIECE
ART-INJ,2024-09-01,HEALTH CENTER,2537.0,41.0,421.0,2009.0,,1.0,-614,394.0,5,DISTRICT32,VIAL
ACT-AD,2024-02-01,HEALTH CENTER,745.0,854.0,274.0,441.0,1268.0,0.0,111,153.0,30,DISTRICT7,BLISTER
ITN,2025-07-01,HEALTH CENTER,5.0,1.0,4.0,3.0,,6.0,119,0.0,50,DISTRICT8,PIECE
ACT-SC,2024-06-01,HEALTH CENTER,687.0,33.0,235.0,291.0,,82.0,-199,167.0,30,DISTRICT16,BLISTER
ACT-GC,2023-12-01,HEALTH CENTER,3.0,0.0,1.0,14.0,,0.0,683,0.0,30,DISTRICT15,BLISTER
ACT-AD,2024-04-01,HEALTH CENTER,2071.0,0.0,563.0,689.0,,1826.0,591,264.0,30,DISTRICT31,BLISTER
ACT-AD,2024-09-01,HEALTH CENTER,993.0,371.0,90.0,985.0,,165.0,332,36.0,30,DISTRICT16,BLISTER
ITN,2024-05-01,HEALTH CENTER,1510.0,14.0,195.0,787.0,1656.0,72.0,-58,155.0,50,DISTRICT28,PIECE
ACT-GC,2024-10-01,HEALTH CENTER,64.0,60.0,41.0,32.0,,,-237,48.0,30,DISTRICT10,BLISTER
RDT,2025-11-01,HEALTH CENTER,1254.0,4.0,262.0,148.0,,0.0,241,116.0,25,DISTRICT30,PIECE
ART-INJ,2024-07-01,HEALTH CENTER,1350.0,12.0,70.0,1376.0,,,-55,103.0,5,DISTRICT3,VIAL
ART-SUP,2024-05-01,HEALTH CENTER,848.0,95.0,227.0,257.0,1019.0,2227.0,-27,340.0,2,DISTRICT7,CAPSULE
RDT,2024-04-01,HEALTH CENTER,3267.0,6.0,507.0,1870.0,,,-76,158.0,25,DISTRICT30,PIECE
ACT-SC,2024-04-01,HEALTH CENTER,34.0,0.0,2.0,26.0,,0.0,-894,0.0,30,DISTRICT32,BLISTER
RDT,2025-01-01,HEALTH CENTER,1146.0,8.0,202.0,616.0,382.0,456.0,526,308.0,25,DISTRICT23,PIECE
RDT,2025-03-01,HEALTH CENTER,158.0,842.0,107.0,370.0,,1085.0,343,331.0,25,DISTRICT19,PIECE
SP,2024-05-01,HEALTH CENTER,136.0,69.0,70.0,348.0,,,322,204.0,1000,DISTRICT25,TABLET
QUIN,2025-07-01,HEALTH CENTER,254.0,3.0,68.0,360.0,786.0,923.0,220,96.0,1000,DISTRICT26,TABLET
PYRA-COMP,2024-12-01,HEALTH CENTER,696.0,302.0,227.0,698.0,,114.0,-773,156.0,1,DISTRICT1,TABLET
ART-SUP,2024-11-01,HEALTH CENTER,4192.0,0.0,1057.0,644.0,,26.0,-911,953.0,2,DISTRICT23,CAPSULE
ACT-SC,2025-02-01,HEALTH CENTER,2296.0,1361.0,642.0,4554.0,1856.0,6458.0,165,912.0,30,DISTRICT29,BLISTER
ITN,2024-02-01,HEALTH CENTER,81.0,1.0,13.0,35.0,,0.0,520,3.0,50,DISTRICT13,PIECE
QUIN,2024-09-01,HEALTH CENTER,2211.0,2.0,239.0,779.0,1218.0,4.0,-1030,70.0,1000,DISTRICT20,TABLET
PYRA-SAC,2025-01-01,HEALTH CENTER,126.0,173.0,39.0,359.0,,0.0,-128,4.0,1,DISTRICT19,SACHET
PYRA-COMP,2023-12-01,HEALTH CENTER,2099.0,201.0,578.0,2287.0,,2.0,230,353.0,1,DISTRICT27,TABLET
ART-INJ,2024-11-01,HEALTH CENTER,111.0,8.0,51.0,85.0,,0.0,-431,9.0,5,DISTRICT20,VIAL
RDT,2025-02-01,HEALTH CENTER,1988.0,605.0,570.0,1770.0,,,-97,754.0,25,DISTRICT30,PIECE
ACT-GC,2025-01-01,DISTRICT HOSPITAL,40.0,369.0,120.0,55.0,1518.0,779.0,186,114.0,30,DISTRICT36,BLISTER
ITN,2025-08-01,HEALTH CENTER,586.0,0.0,78.0,581.0,250.0,,-237,3.0,50,DISTRICT23,PIECE
ACT-AD,2024-06-01,HEALTH CENTER,5541.0,103.0,789.0,3102.0,1414.0,189.0,10,657.0,30,DISTRICT35,BLISTER
ACT-GC,2024-10-01,HEALTH CENTER,1051.0,3.0,255.0,681.0,,2.0,555,311.0,30,DISTRICT30,BLISTER
SP,2025-05-01,HEALTH CENTER,269.0,0.0,57.0,646.0,,1171.0,226,1.0,1000,DISTRICT19,TABLET
ART-INJ,2025-03-01,DISTRICT HOSPITAL,297.0,300.0,531.0,129.0,,910.0,695,663.0,5,DISTRICT28,VIAL
PYRA-COMP,2025-02-01,HEALTH CENTER,910.0,20.0,183.0,1253.0,,,220,187.0,1,DISTRICT29,TABLET
RDT,2025-10-01,HEALTH CENTER,750.0,338.0,893.0,1055.0,,3917.0,-67,465.0,25,DISTRICT32,PIECE
PYRA-COMP,2024-06-01,HEALTH CENTER,49.0,0.0,20.0,393.0,47.0,,311,2.0,1,DISTRICT25,TABLET
ACT-INF,2025-01-01,HEALTH CENTER,69.0,6.0,58.0,248.0,201.0,1.0,86,12.0,30,DISTRICT27,BLISTER
QUIN,2025-11-01,HEALTH CENTER,2150.0,15.0,944.0,1547.0,838.0,90.0,-37,687.0,1000,DISTRICT23,TABLET
QUIN,2025-04-01,HEALTH CENTER,2222.0,0.0,125.0,2127.0,,247.0,397,14.0,1000,DISTRICT3,TABLET
ACT-INF,2025-10-01,HEALTH CENTER,1578.0,3.0,196.0,1173.0,688.0,,281,117.0,30,DISTRICT9,BLISTER
QUIN,2024-12-01,HEALTH CENTER,1793.0,0.0,285.0,1064.0,,1772.0,-403,636.0,1000,DISTRICT10,TABLET
PYRA-SAC,2024-09-01,HEALTH CENTER,1791.0,1060.0,566.0,1232.0,,526.0,209,279.0,1,DISTRICT20,SACHET
SP,2024-10-01,DISTRICT HOSPITAL,241.0,6.0,31.0,209.0,,,-348,17.0,1000,DISTRICT32,TABLET
ART-SUP,2024-10-01,HEALTH CENTER,488.0,11.0,601.0,827.0,,9812.0,872,747.0,2,DISTRICT22,CAPSULE
PYRA-SAC,2024-03-01,HEALTH CENTER,170.0,5.0,28.0,86.0,,904.0,-121,16.0,1,DISTRICT28,SACHET
QUIN,2025-01-01,HEALTH CENTER,1523.0,0.0,50.0,807.0,,,313,37.0,1000,DISTRICT19,TABLET
ART-SUP,2025-06-01,HEALTH CENTER,46.0,0.0,48.0,35.0,,1028.0,-552,25.0,2,DISTRICT7,CAPSULE
RDT,2024-02-01,REGIONAL HOSPITAL,1716.0,1.0,242.0,2407.0,,28.0,219,206.0,25,DISTRICT32,PIECE
ACT-AD,2025-01-01,REGIONAL HOSPITAL,729.0,57.0,22.0,668.0,,139.0,340,33.0,30,DISTRICT19,BLISTER
PYRA-SAC,2025-11-01,HEALTH CENTER,2376.0,88.0,336.0,1241.0,,681.0,-43,316.0,1,DISTRICT28,SACHET
ART-INJ,2024-01-01,HEALTH CENTER,154.0,133.0,87.0,30.0,1360.0,715.0,-301,123.0,5,DISTRICT13,VIAL
ACT-INF,2024-05-01,HEALTH CENTER,162.0,0.0,17.0,20.0,,10.0,-311,1.0,30,DISTRICT9,BLISTER
ACT-SC,2024-03-01,HEALTH CENTER,3626.0,176.0,394.0,3388.0,,0.0,443,333.0,30,DISTRICT25,BLISTER
PYRA-COMP,2024-01-01,HEALTH CENTER,87.0,0.0,111.0,348.0,1031.0,178.0,665,34.0,1,DISTRICT20,TABLET
ART-INJ,2024-11-01,HEALTH CENTER,530.0,201.0,378.0,621.0,1395.0,2.0,45,272.0,5,DISTRICT30,VIAL
RDT,2024-06-01,HEALTH CENTER,684.0,1.0,320.0,470.0,,328.0,-718,303.0,25,DISTRICT32,PIECE
QUIN,2024-08-01,HEALTH CENTER,2569.0,10.0,328.0,3277.0,,,192,324.0,1000,DISTRICT20,TABLET
PYRA-SAC,2024-04-01,HEALTH CENTER,734.0,91.0,305.0,1172.0,,216.0,359,269.0,1,DISTRICT31,SACHET
ITN,2024-07-01,HEALTH CENTER,1258.0,158.0,340.0,1247.0,1648.0,2874.0,98,323.0,50,DISTRICT36,PIECE
PYRA-SAC,2024-05-01,HEALTH CENTER,959.0,57.0,98.0,1926.0,,,-8,118.0,1,DISTRICT13,SACHET
SP,2024-02-01,HEALTH CENTER,511.0,174.0,120.0,1252.0,,5.0,49,155.0,1000,DISTRICT21,TABLET
ART-INJ,2025-01-01,HEALTH CENTER,1316.0,570.0,444.0,1729.0,,0.0,-1552,111.0,5,DISTRICT30,VIAL
ART-SUP,2024-05-01,HEALTH CENTER,177.0,1.0,276.0,522.0,,52.0,866,78.0,2,DISTRICT31,CAPSULE
ART-INJ,2024-05-01,HEALTH CENTER,651.0,197.0,168.0,1295.0,,0.0,-1403,409.0,5,DISTRICT8,VIAL
ACT-INF,2025-04-01,NATIONAL HOSPITAL,5609.0,275.0,1341.0,7395.0,,435.0,43,597.0,30,DISTRICT23,BLISTER
PYRA-SAC,2025-05-01,HEALTH CENTER,1794.0,305.0,353.0,2620.0,,0.0,-51,683.0,1,DISTRICT14,SACHET
ACT-GC,2025-07-01,HEALTH CENTER,3421.0,1.0,1181.0,1832.0,,12380.0,159,885.0,30,DISTRICT17,BLISTER
ART-SUP,2025-10-01,HEALTH CENTER,2719.0,821.0,351.0,2400.0,246.0,67.0,10,282.0,2,DISTRICT28,CAPSULE
PYRA-COMP,2024-07-01,HEALTH CENTER,102.0,992.0,85.0,661.0,,35.0,592,34.0,1,DISTRICT30,TABLET
RDT,2025-02-01,HEALTH CENTER,100.0,45.0,112.0,264.0,,5.0,334,22.0,25,DISTRICT19,PIECE
ACT-INF,2024-03-01,HEALTH CENTER,505.0,1705.0,461.0,1612.0,,1.0,202,356.0,30,DISTRICT17,BLISTER
ACT-INF,2024-08-01,HEALTH CENTER,87.0,1343.0,124.0,1190.0,,1509.0,208,126.0,30,DISTRICT28,BLISTER
QUIN,2024-03-01,HEALTH CENTER,947.0,7.0,356.0,1785.0,,,71,345.0,1000,DISTRICT35,TABLET
ACT-AD,2024-10-01,DISTRICT HOSPITAL,1261.0,0.0,305.0,484.0,220.0,234.0,11,346.0,30,DISTRICT13,BLISTER
SP,2025-05-01,HEALTH CENTER,13.0,0.0,74.0,12.0,590.0,1327.0,-262,46.0,1000,DISTRICT37,TABLET
ACT-SC,2025-04-01,HEALTH CENTER,416.0,50.0,114.0,968.0,980.0,95.0,-682,46.0,30,DISTRICT32,BLISTER
ACT-AD,2025-09-01,HEALTH CENTER,218.0,1.0,60.0,648.0,,6.0,93,7.0,30,DISTRICT28,BLISTER
ACT-GC,2024-03-01,HEALTH CENTER,614.0,11.0,186.0,329.0,,59.0,119,127.0,30,DISTRICT36,BLISTER
QUIN,2025-05-01,HEALTH CENTER,3028.0,0.0,441.0,3778.0,,,47,351.0,1000,DISTRICT28,TABLET
PYRA-COMP,2025-02-01,DISTRICT HOSPITAL,708.0,3415.0,844.0,1918.0,,140.0,963,925.0,1,DISTRICT9,TABLET
PYRA-COMP,2024-03-01,DISTRICT HOSPITAL,3634.0,41.0,382.0,2045.0,859.0,182.0,214,160.0,1,DISTRICT22,TABLET
PYRA-COMP,2025-01-01,HEALTH CENTER,515.0,1609.0,294.0,626.0,,660.0,-758,221.0,1,DISTRICT25,TABLET
ART-SUP,2025-06-01,HEALTH CENTER,3167.0,284.0,1152.0,4559.0,,192.0,-136,852.0,2,DISTRICT1,CAPSULE
QUIN,2025-11-01,HEALTH CENTER,875.0,0.0,108.0,210.0,,840.0,265,119.0,1000,DISTRICT33,TABLET
ITN,2024-01-01,HEALTH CENTER,316.0,0.0,180.0,206.0,389.0,,42,42.0,50,DISTRICT7,PIECE
QUIN,2024-05-01,HEALTH CENTER,160.0,0.0,1.0,83.0,,1.0,100,1.0,1000,DISTRICT18,TABLET
RDT,2023-12-01,HEALTH CENTER,639.0,248.0,412.0,1256.0,1457.0,2446.0,-248,631.0,25,DISTRICT29,PIECE
ITN,2025-05-01,HEALTH CENTER,66.0,1.0,42.0,375.0,1247.0,0.0,244,3.0,50,DISTRICT10,PIECE
SP,2024-06-01,HEALTH CENTER,504.0,0.0,356.0,1226.0,,7.0,280,217.0,1000,DISTRICT31,TABLET
ACT-GC,2024-04-01,DISTRICT HOSPITAL,2291.0,116.0,443.0,2915.0,318.0,0.0,14,452.0,30,DISTRICT6,BLISTER
ACT-AD,2025-08-01,HEALTH CENTER,1379.0,0.0,44.0,489.0,,0.0,-162,38.0,30,DISTRICT12,BLISTER
QUIN,2025-02-01,REGIONAL HOSPITAL,58.0,0.0,22.0,54.0,263.0,0.0,-940,1.0,1000,DISTRICT38,TABLET
SP,2024-10-01,HEALTH CENTER,957.0,3.0,53.0,522.0,,0.0,249,36.0,1000,DISTRICT32,TABLET
ACT-GC,2024-07-01,HEALTH CENTER,236.0,0.0,50.0,40.0,,0.0,-230,0.0,30,DISTRICT24,BLISTER
PYRA-COMP,2024-04-01,HEALTH CENTER,28.0,0.0,17.0,20.0,,12.0,342,33.0,1,DISTRICT28,TABLET
ART-SUP,2025-02-01,HEALTH CENTER,175.0,0.0,3.0,72.0,620.0,,556,0.0,2,DISTRICT20,CAPSULE
ACT-SC,2025-01-01,HEALTH CENTER,987.0,255.0,56.0,490.0,,,-266,10.0,30,DISTRICT24,BLISTER
SP,2025-07-01,HEALTH CENTER,1819.0,5.0,271.0,1080.0,,1.0,473,441.0,1000,DISTRICT13,TABLET
QUIN,2024-12-01,HEALTH CENTER,49.0,1.0,53.0,209.0,528.0,,485,13.0,1000,DISTRICT13,TABLET
ACT-SC,2024-10-01,HEALTH CENTER,378.0,4.0,20.0,133.0,723.0,,237,20.0,30,DISTRICT9,BLISTER
ACT-INF,2025-01-01,HEALTH CENTER,1187.0,0.0,394.0,1052.0,,170.0,191,322.0,30,DISTRICT20,BLISTER
ACT-AD,2024-09-01,HEALTH CENTER,117.0,71.0,98.0,532.0,773.0,,-149,15.0,30,DISTRICT14,BLISTER
SP,2024-09-01,HEALTH CENTER,406.0,5.0,22.0,415.0,,2594.0,-433,28.0,1000,DISTRICT9,TABLET
ACT-INF,2025-05-01,HEALTH CENTER,3508.0,23.0,593.0,1307.0,,4.0,9,167.0,30,DISTRICT32,BLISTER
ACT-SC,2024-11-01,HEALTH CENTER,15.0,23.0,15.0,103.0,,0.0,-150,5.0,30,DISTRICT25,BLISTER
ART-SUP,2024-09-01,HEALTH CENTER,1545.0,0.0,263.0,456.0,,45.0,-281,12.0,2,DISTRICT8,CAPSULE
ACT-SC,2024-06-01,HEALTH CENTER,69.0,0.0,53.0,42.0,,1.0,539,4.0,30,DISTRICT21,BLISTER
ITN,2025-08-01,HEALTH CENTER,754.0,1.0,65.0,164.0,,,-680,41.0,50,DISTRICT26,PIECE
ACT-INF,2024-07-01,HEALTH CENTER,135.0,0.0,102.0,76.0,,5.0,-316,24.0,30,DISTRICT20,BLISTER
ACT-INF,2024-06-01,HEALTH CENTER,729.0,2.0,55.0,794.0,,6.0,414,26.0,30,DISTRICT26,BLISTER
ACT-SC,2024-01-01,HEALTH CENTER,177.0,114.0,84.0,949.0,301.0,1767.0,-363,165.0,30,DISTRICT31,BLISTER
ACT-GC,2025-03-01,HEALTH CENTER,13.0,1.0,73.0,56.0,,156.0,234,6.0,30,DISTRICT37,BLISTER
SP,2023-12-01,HEALTH CENTER,281.0,17.0,91.0,489.0,,1320.0,-231,24.0,1000,DISTRICT7,TABLET
ACT-AD,2024-12-01,HEALTH CENTER,988.0,601.0,373.0,913.0,,0.0,-60,307.0,30,DISTRICT32,BLISTER
ART-SUP,2025-05-01,HEALTH CENTER,71.0,0.0,24.0,156.0,,454.0,-332,49.0,2,DISTRICT10,CAPSULE
QUIN,2024-09-01,DISTRICT HOSPITAL,3719.0,0.0,738.0,934.0,772.0,793.0,54,205.0,1000,DISTRICT11,TABLET
ART-INJ,2025-02-01,HEALTH CENTER,70.0,0.0,92.0,182.0,287.0,,782,18.0,5,DISTRICT29,VIAL
ART-SUP,2025-09-01,DISTRICT HOSPITAL,1694.0,38.0,256.0,1210.0,,336.0,-167,115.0,2,DISTRICT14,CAPSULE
ACT-GC,2024-08-01,HEALTH CENTER,2456.0,0.0,82.0,1510.0,,0.0,254,123.0,30,DISTRICT36,BLISTER
ACT-INF,2024-01-01,HEALTH CENTER,208.0,0.0,36.0,210.0,551.0,0.0,167,42.0,30,DISTRICT19,BLISTER
ART-INJ,2024-08-01,HEALTH CENTER,2887.0,0.0,668.0,1494.0,860.0,400.0,-64,742.0,5,DISTRICT14,VIAL
ACT-AD,2025-03-01,HEALTH CENTER,617.0,0.0,74.0,78.0,,857.0,529,152.0,30,DISTRICT32,BLISTER
ACT-AD,2024-02-01,HEALTH CENTER,369.0,60.0,6.0,99.0,,0.0,-290,1.0,30,DISTRICT27,BLISTER
PYRA-SAC,2024-09-01,HEALTH CENTER,80.0,608.0,141.0,865.0,,12.0,-231,34.0,1,DISTRICT7,SACHET
ART-INJ,2025-10-01,HEALTH CENTER,7198.0,781.0,2067.0,6366.0,,6536.0,912,1712.0,5,DISTRICT37,VIAL
ACT-GC,2025-06-01,HEALTH CENTER,718.0,207.0,347.0,1474.0,,4.0,-325,830.0,30,DISTRICT14,BLISTER
SP,2025-09-01,HEALTH CENTER,4459.0,99.0,1149.0,4238.0,,1201.0,705,1055.0,1000,DISTRICT15,TABLET
SP,2025-02-01,HEALTH CENTER,1156.0,0.0,827.0,549.0,521.0,1691.0,-897,693.0,1000,DISTRICT30,TABLET
QUIN,2025-09-01,HEALTH CENTER,229.0,1.0,93.0,192.0,,0.0,315,90.0,1000,DISTRICT16,TABLET
PYRA-COMP,2024-06-01,HEALTH CENTER,42.0,22.0,54.0,230.0,,1.0,196,5.0,1,DISTRICT3,TABLET
RDT,2025-09-01,HEALTH CENTER,303.0,1.0,51.0,315.0,,895.0,174,10.0,25,DISTRICT24,PIECE
ITN,2024-08-01,HEALTH CENTER,453.0,23.0,271.0,154.0,,2066.0,-834,505.0,50,DISTRICT31,PIECE
ACT-INF,2024-04-01,HEALTH CENTER,55.0,0.0,95.0,28.0,532.0,63.0,41,78.0,30,DISTRICT23,BLISTER
ITN,2024-10-01,HEALTH CENTER,10.0,0.0,40.0,2.0,,0.0,185,53.0,50,DISTRICT13,PIECE
SP,2024-09-01,HEALTH CENTER,197.0,0.0,139.0,43.0,,145.0,-297,32.0,1000,DISTRICT28,TABLET
ACT-GC,2025-09-01,HEALTH CENTER,1709.0,0.0,460.0,1765.0,,,-288,467.0,30,DISTRICT37,BLISTER
QUIN,2025-10-01,HEALTH CENTER,29.0,0.0,7.0,125.0,,0.0,63,1.0,1000,DISTRICT20,TABLET
SP,2024-06-01,HEALTH CENTER,3756.0,105.0,1496.0,4214.0,,1.0,442,667.0,1000,DISTRICT21,TABLET
SP,2025-01-01,HEALTH CENTER,0.0,132.0,1.0,1.0,,,668,0.0,1000,DISTRICT25,TABLET
ART-INJ,2025-05-01,HEALTH CENTER,884.0,0.0,172.0,1003.0,481.0,1171.0,467,198.0,5,DISTRICT9,VIAL
SP,2025-02-01,HEALTH CENTER,1.0,473.0,3.0,13.0,,,349,0.0,1000,DISTRICT12,TABLET
ACT-SC,2025-10-01,HEALTH CENTER,762.0,138.0,589.0,470.0,,,142,398.0,30,DISTRICT36,BLISTER
PYRA-COMP,2025-09-01,HEALTH CENTER,1791.0,1919.0,669.0,3218.0,,,-209,799.0,1,DISTRICT33,TABLET
ART-INJ,2025-09-01,HEALTH CENTER,70.0,0.0,40.0,143.0,,,241,43.0,5,DISTRICT18,VIAL
RDT,2025-11-01,HEALTH CENTER,857.0,40.0,71.0,198.0,,0.0,-528,23.0,25,DISTRICT29,PIECE
ITN,2023-12-01,HEALTH CENTER,251.0,76.0,142.0,212.0,120.0,133.0,-259,91.0,50,DISTRICT30,PIECE
RDT,2025-04-01,HEALTH CENTER,3086.0,22.0,607.0,1452.0,,,112,424.0,25,DISTRICT3,PIECE
ACT-AD,2025-07-01,DISTRICT HOSPITAL,926.0,24.0,501.0,1721.0,,490.0,-103,263.0,30,DISTRICT14,BLISTER
ART-SUP,2024-10-01,HEALTH CENTER,41.0,0.0,4.0,89.0,,1.0,505,4.0,2,DISTRICT29,CAPSULE
ART-SUP,2024-06-01,HEALTH CENTER,33.0,81.0,18.0,14.0,,,17,10.0,2,DISTRICT7,CAPSULE
ACT-SC,2025-10-01,HEALTH CENTER,1283.0,0.0,777.0,547.0,1282.0,2300.0,-811,661.0,30,DISTRICT13,BLISTER
ACT-GC,2025-01-01,HEALTH CENTER,15.0,23.0,16.0,40.0,879.0,0.0,190,69.0,30,DISTRICT25,BLISTER
PYRA-COMP,2024-02-01,HEALTH CENTER,128.0,2.0,6.0,161.0,,0.0,156,0.0,1,DISTRICT29,TABLET
ACT-GC,2024-11-01,HEALTH CENTER,1485.0,140.0,152.0,1027.0,,3.0,-122,46.0,30,DISTRICT29,BLISTER
ACT-SC,2024-12-01,HEALTH CENTER,67.0,518.0,106.0,489.0,,0.0,-456,75.0,30,DISTRICT20,BLISTER
ACT-GC,2025-10-01,HEALTH CENTER,283.0,29.0,117.0,235.0,894.0,4909.0,72,206.0,30,DISTRICT16,BLISTER
ART-SUP,2025-05-01,HEALTH CENTER,904.0,123.0,68.0,403.0,,,-173,135.0,2,DISTRICT3,CAPSULE
ACT-AD,2024-05-01,HEALTH CENTER,62.0,16.0,70.0,300.0,,535.0,-88,12.0,30,DISTRICT8,BLISTER
RDT,2024-04-01,HEALTH CENTER,1689.0,5.0,152.0,699.0,442.0,2.0,-561,248.0,25,DISTRICT38,PIECE
ACT-GC,2025-08-01,HEALTH CENTER,2617.0,3247.0,654.0,3466.0,1104.0,,339,578.0,30,DISTRICT31,BLISTER
SP,2025-08-01,HEALTH CENTER,116.0,7.0,134.0,27.0,,9.0,406,53.0,1000,DISTRICT15,TABLET
QUIN,2024-06-01,HEALTH CENTER,727.0,194.0,711.0,589.0,,6314.0,-11,709.0,1000,DISTRICT24,TABLET
SP,2024-06-01,DISTRICT HOSPITAL,2106.0,0.0,355.0,698.0,,299.0,-115,91.0,1000,DISTRICT11,TABLET
ACT-SC,2024-05-01,HEALTH CENTER,23.0,4.0,6.0,24.0,412.0,0.0,268,1.0,30,DISTRICT29,BLISTER
RDT,2024-02-01,HEALTH CENTER,808.0,91.0,224.0,521.0,,116.0,-1,149.0,25,DISTRICT28,PIECE
ITN,2025-08-01,HEALTH CENTER,3701.0,31.0,789.0,1248.0,,91.0,66,529.0,50,DISTRICT26,PIECE
ITN,2025-04-01,DISTRICT HOSPITAL,64.0,73.0,25.0,307.0,,2.0,490,68.0,50,DISTRICT31,PIECE
ACT-AD,2023-12-01,HEALTH CENTER,1819.0,587.0,404.0,1737.0,,4.0,99,146.0,30,DISTRICT32,BLISTER
ACT-GC,2025-04-01,HEALTH CENTER,242.0,0.0,8.0,221.0,,192.0,402,16.0,30,DISTRICT21,BLISTER
ACT-INF,2024-10-01,HEALTH CENTER,1867.0,15.0,310.0,1930.0,,0.0,-323,56.0,30,DISTRICT37,BLISTER
RDT,2025-01-01,HEALTH CENTER,276.0,3.0,27.0,209.0,,,131,17.0,25,DISTRICT5,PIECE
ACT-SC,2023-12-01,HEALTH CENTER,3724.0,15.0,828.0,4320.0,,560.0,-132,351.0,30,DISTRICT13,BLISTER
ART-INJ,2024-04-01,DISTRICT HOSPITAL,1162.0,196.0,305.0,1197.0,,0.0,-179,88.0,5,DISTRICT20,VIAL
PYRA-COMP,2025-10-01,HEALTH CENTER,76.0,20.0,76.0,80.0,,103.0,-76,16.0,1,DISTRICT23,TABLET
QUIN,2025-07-01,DISTRICT HOSPITAL,589.0,19.0,217.0,353.0,,0.0,167,95.0,1000,DISTRICT38,TABLET
ART-INJ,2025-08-01,HEALTH CENTER,1462.0,0.0,137.0,519.0,,5067.0,-204,51.0,5,DISTRICT19,VIAL
ITN,2025-06-01,DISTRICT HOSPITAL,3400.0,1.0,807.0,1038.0,,320.0,293,448.0,50,DISTRICT26,PIECE
ACT-GC,2024-09-01,HEALTH CENTER,61.0,6.0,8.0,39.0,,3.0,-312,1.0,30,DISTRICT37,BLISTER
ART-INJ,2024-07-01,REGIONAL HOSPITAL,1272.0,232.0,147.0,921.0,,1490.0,7,113.0,5,DISTRICT14,VIAL
ITN,2024-11-01,HEALTH CENTER,1118.0,19.0,427.0,491.0,,2596.0,-115,719.0,50,DISTRICT38,PIECE
ACT-SC,2024-05-01,DISTRICT HOSPITAL,292.0,92.0,196.0,501.0,,6124.0,580,58.0,30,DISTRICT6,BLISTER
PYRA-COMP,2024-02-01,HEALTH CENTER,742.0,268.0,129.0,592.0,,0.0,-486,25.0,1,DISTRICT33,TABLET
ACT-AD,2024-08-01,HEALTH CENTER,2022.0,1.0,300.0,1938.0,1210.0,1812.0,-221,81.0,30,DISTRICT32,BLISTER
ART-INJ,2025-01-01,REGIONAL HOSPITAL,127.0,65.0,45.0,89.0,,827.0,-536,28.0,5,DISTRICT10,VIAL
QUIN,2025-10-01,HEALTH CENTER,628.0,0.0,53.0,782.0,602.0,0.0,46,79.0,1000,DISTRICT19,TABLET
PYRA-COMP,2024-07-01,HEALTH CENTER,1594.0,96.0,596.0,1720.0,,728.0,-604,126.0,1,DISTRICT20,TABLET
ACT-GC,2025-09-01,HEALTH CENTER,910.0,392.0,146.0,1778.0,203.0,0.0,17,60.0,30,DISTRICT30,BLISTER
PYRA-COMP,2025-10-01,HEALTH CENTER,1388.0,15.0,316.0,1635.0,,3042.0,-484,289.0,1,DISTRICT9,TABLET
ACT-INF,2024-05-01,HEALTH CENTER,1255.0,0.0,269.0,1127.0,,2434.0,412,274.0,30,DISTRICT28,BLISTER
PYRA-COMP,2024-09-01,NATIONAL HOSPITAL,3546.0,2776.0,793.0,1662.0,,4952.0,-135,1141.0,1,DISTRICT33,TABLET
ACT-AD,2024-03-01,HEALTH CENTER,1664.0,5.0,86.0,760.0,,64.0,460,49.0,30,DISTRICT9,BLISTER
RDT,2025-01-01,HEALTH CENTER,698.0,40.0,139.0,2581.0,,283.0,-4,200.0,25,DISTRICT22,PIECE
ART-INJ,2025-05-01,HEALTH CENTER,216.0,696.0,327.0,825.0,,65.0,-34,155.0,5,DISTRICT16,VIAL
ART-SUP,2025-07-01,HEALTH CENTER,998.0,64.0,246.0,1656.0,,0.0,-419,491.0,2,DISTRICT37,CAPSULE
