,quantity_approved
7259,24.0
7485,1342.0
7055,0.0
1951,2.0
2708,636.0
6659,1795.0
2223,412.0
822,10.0
4223,140.0
6176,15.0
6316,7.0
6896,3.0
647,401.0
4756,48.0
8238,527.0
1677,4506.0
1855,389.0
2292,0.0
1968,9.0
814,3.0
6882,58.0
8,2398.0
2505,3.0
7742,77.0
8628,283.0
2363,109.0
3065,0.0
8155,0.0
433,42.0
7626,7605.0
766,0.0
2209,263.0
5502,323.0
4753,68.0
3728,19.0
1987,0.0
5455,867.0
6936,100.0
7338,101.0
5633,0.0
848,68.0
8262,1.0
123,1.0
1532,3472.0
1982,0.0
3330,7.0
2459,82.0
4838,6586.0
8293,72.0
8299,3.0
3943,11.0
1056,0.0
6785,0.0
613,3.0
8079,752.0
8382,2290.0
2102,0.0
4128,1.0
1143,449.0
3969,1707.0
7572,0.0
2601,699.0
7772,12.0
1871,834.0
1562,82.0
134,0.0
4861,1.0
8575,1.0
2529,10870.0
419,0.0
157,0.0
2103,39.0
6715,3.0
5732,573.0
5929,9.0
2536,64.0
2534,4.0
64,1372.0
6657,2068.0
6573,1654.0
2637,30.0
6721,30.0
4344,67.0
3217,5087.0
3689,18.0
5238,3845.0
6503,0.0
7814,1.0
7576,2.0
8054,18.0
1631,713.0
3768,80.0
4878,0.0
3725,2.0
3402,1226.0
2238,162.0
4490,9.0
3816,2.0
232,0.0
543,1713.0
6714,0.0
6114,0.0
127,0.0
5986,0.0
6964,15.0
6935,7.0
2469,2650.0
3243,1.0
6967,3.0
4447,50.0
2370,0.0
189,4622.0
8538,2.0
4645,1.0
998,3285.0
648,3590.0
5843,129.0
4937,45.0
7756,0.0
3449,3744.0
8335,0.0
8686,237.0
3579,2984.0
1411,444.0
5688,49.0
4586,15.0
4154,829.0
635,680.0
5574,22.0
3186,7.0
277,106.0
3986,78.0
7451,9.0
4121,774.0
2011,234.0
2285,1.0
6920,2.0
3303,0.0
1881,820.0
235,451.0
4354,133.0
6735,1.0
5806,0.0
2261,1.0
4898,0.0
7063,0.0
2149,7.0
5143,319.0
6608,640.0
2180,1451.0
1224,0.0
3068,257.0
4189,126.0
2582,855.0
6198,12097.0
6058,0.0
6234,2482.0
4976,1.0
2272,0.0
8356,0.0
2970,0.0
2437,0.0
6533,1110.0
3871,0.0
5989,105.0
296,83.0
5959,0.0
3424,51.0
7979,383.0
948,1623.0
5728,6.0
8428,71.0
8174,0.0
5003,522.0
6116,0.0
7631,10.0
2483,0.0
2442,194.0
7638,1488.0
104,0.0
950,327.0
8735,1.0
1448,0.0
8633,4200.0
4420,0.0
2562,169.0
2360,492.0
5940,0.0
4260,3.0
1600,59.0
638,2229.0
1127,0.0
4339,456.0
633,304.0
910,0.0
5698,35.0
5129,4233.0
8333,9.0
7258,2.0
3569,0.0
7682,164.0
801,0.0
1700,5812.0
6295,0.0
6673,168.0
3368,521.0
3004,0.0
8655,0.0
30,6403.0
5820,44.0
5349,274.0
3397,0.0
3739,0.0
6218,2.0
3515,0.0
6863,542.0
8024,9534.0
78,135.0
4777,1838.0
5598,0.0
4230,17.0
3633,0.0
3252,1013.0
2703,5606.0
2314,45.0
2082,5245.0
6469,0.0
1641,142.0
1571,172.0
4365,1.0
6662,16.0
3257,268.0
1106,59.0
2786,276.0
1873,113.0
2919,0.0
4396,1048.0
2728,226.0
4106,0.0
3527,443.0
5900,0.0
4890,489.0
7992,1801.0
8548,8.0
3362,2411.0
4665,2.0
2779,6.0
5923,6.0
122,2134.0
4542,0.0
8635,65.0
8294,17.0
3843,197.0
3731,23.0
5467,2086.0
351,0.0
7313,943.0
2782,814.0
7401,2.0
7924,0.0
4295,1.0
5016,1303.0
2052,4742.0
7551,7129.0
777,6851.0
4721,134.0
2017,129.0
695,89.0
2809,1.0
3639,0.0
1239,1012.0
7998,0.0
4417,5791.0
440,1.0
4580,0.0
3856,5.0
686,91.0
365,37.0
463,362.0
732,638.0
7430,412.0
2003,331.0
6024,30.0
1260,3932.0
4067,170.0
2865,5120.0
5435,1570.0
403,33.0
5661,785.0
3678,5.0
1382,416.0
5023,0.0
6498,1972.0
4709,9666.0
5481,0.0
4968,502.0
7987,0.0
3319,6331.0
6563,8.0
1668,14.0
854,19.0
7492,855.0
5228,647.0
7408,10.0
8511,5992.0
3541,205.0
6767,0.0
1804,59.0
5708,2353.0
5704,503.0
1767,39.0
3304,873.0
1037,15.0
5463,0.0
416,0.0
6315,57.0
1292,108.0
6801,31.0
23,1188.0
1348,66.0
7147,0.0
6763,8720.0
6617,0.0
7665,246.0
247,11.0
3215,2694.0
3804,175.0
693,1.0
8632,478.0
6250,586.0
869,6.0
4963,4.0
8258,2626.0
1398,640.0
5419,1956.0
8611,0.0
3576,2314.0
893,5398.0
3826,16.0
625,0.0
5104,21.0
5176,9.0
4895,260.0
4013,0.0
929,6162.0
8089,325.0
8010,248.0
3005,0.0
1818,1677.0
7590,0.0
8106,23.0
3428,452.0
7081,54.0
2132,66.0
4199,200.0
7714,230.0
4073,0.0
2856,3541.0
8736,7.0
4576,11240.0
7536,4640.0
718,4862.0
1217,221.0
7111,13.0
4892,0.0
8606,267.0
2258,0.0
5293,932.0
5778,305.0
1125,3.0
872,0.0
1841,46.0
3952,0.0
5049,234.0
3887,0.0
8055,0.0
626,213.0
182,4012.0
7936,254.0
5490,6274.0
2356,0.0
2556,1.0
105,1.0
7669,488.0
1282,2.0
765,1.0
348,1027.0
3011,950.0
7530,510.0
7215,6.0
6006,0.0
2982,15.0
3410,60.0
3588,2.0
4860,2.0
3092,58.0
5623,292.0
6526,292.0
6530,10233.0
5850,1.0
5734,4.0
7668,12.0
8114,0.0
5840,1.0
4872,1327.0
4582,25.0
6241,1650.0
4194,90.0
3591,151.0
4908,32.0
6464,3.0
6351,0.0
7196,0.0
1519,682.0
8001,69.0
8149,298.0
1914,0.0
7386,10.0
3231,17.0
3814,2206.0
7778,14766.0
7100,399.0
476,4.0
5329,181.0
5692,2.0
1616,25.0
2055,2251.0
3408,783.0
6961,228.0
4676,252.0
762,0.0
6185,77.0
5683,92.0
1488,13.0
7625,24.0
7926,879.0
513,3507.0
7944,0.0
2849,395.0
4093,3028.0
8105,5946.0
390,59.0
5254,22.0
1248,98.0
5218,76.0
420,0.0
3920,0.0
2560,7.0
5720,1316.0
7771,14.0
98,158.0
3641,19.0
3318,0.0
6072,5945.0
2307,0.0
7071,2.0
1925,2759.0
851,0.0
4685,1216.0
6196,8.0
6827,88.0
3300,4151.0
6390,6045.0
7099,1189.0
4536,0.0
7233,934.0
7510,213.0
357,0.0
2778,1672.0
2885,73.0
2640,1.0
3255,5.0
5397,1728.0
5874,7324.0
713,278.0
7784,0.0
0,0.0
1639,3.0
1775,915.0
5711,0.0
7903,75.0
2101,24.0
3336,7.0
3726,2.0
2083,72.0
6302,3624.0
7310,43.0
1169,1577.0
8578,0.0
3858,113.0
2391,19.0
5535,720.0
8520,248.0
2464,3.0
8284,2.0
6462,15.0
3517,0.0
8049,0.0
7902,34.0
2348,1262.0
1801,0.0
1197,0.0
7234,6333.0
4500,1852.0
2202,0.0
627,20596.0
2780,1023.0
1735,0.0
5206,46.0
206,0.0
5757,33.0
3390,1490.0
2050,60.0
4621,13.0
2383,3070.0
760,0.0
4275,0.0
7217,790.0
7708,0.0
5737,266.0
6817,2649.0
4949,4611.0
7271,1.0
5538,4.0
4251,0.0
6494,0.0
861,69.0
6724,180.0
304,0.0
720,64.0
5331,0.0
5076,4400.0
7544,0.0
6739,1031.0
4117,1075.0
8504,0.0
7649,6.0
8709,1119.0
5968,14.0
2042,192.0
5537,994.0
2361,442.0
8274,0.0
3566,6.0
5587,2.0
1946,6.0
2478,104.0
5739,47.0
2766,0.0
4869,0.0
3644,0.0
5577,1582.0
2595,4.0
4136,65.0
4147,3.0
65,31.0
5879,3406.0
6189,0.0
5269,0.0
1430,0.0
4491,10.0
672,639.0
2046,10177.0
119,414.0
3130,144.0
5639,213.0
828,7480.0
5855,127.0
598,143.0
6140,6.0
133,10.0
3450,248.0
7397,0.0
8319,0.0
8677,148.0
3936,1.0
8527,913.0
1446,371.0
875,3.0
8543,167.0
7075,190.0
3163,20.0
2760,91.0
5126,7.0
2774,556.0
4038,2.0
5689,7354.0
3082,889.0
1086,1.0
7777,14.0
7994,1210.0
5865,4084.0
2441,6.0
2755,1.0
1060,2306.0
2807,1931.0
3965,20.0
7264,0.0
3237,0.0
5795,0.0
7630,1.0
8204,0.0
6104,8066.0
8279,3117.0
930,0.0
2121,0.0
3893,1732.0
1939,1045.0
1879,312.0
7724,26.0
973,0.0
4416,2.0
2189,29.0
5812,48.0
969,0.0
7167,0.0
1052,162.0
1923,340.0
4043,0.0
453,11.0
5603,2045.0
5055,2313.0
763,156.0
7860,7826.0
5287,5.0
607,7.0
3094,24.0
4603,1173.0
6795,8.0
5449,116.0
5839,566.0
7031,1.0
594,0.0
668,145.0
616,0.0
7272,0.0
5539,2.0
3518,1.0
7700,73.0
4730,0.0
7853,0.0
5209,51.0
756,255.0
5430,1258.0
5917,12.0
3193,5.0
6828,745.0
4850,10.0
2281,11136.0
2897,1.0
6222,2.0
5503,43.0
7006,1.0
7964,4833.0
6466,1.0
1072,13.0
8420,0.0
4116,8.0
6995,606.0
3747,1.0
343,69.0
2639,105.0
1478,0.0
6453,0.0
449,2965.0
5391,145.0
6401,1723.0
4528,204.0
997,1.0
7091,0.0
439,13.0
6451,61.0
4821,921.0
6428,29.0
2655,4971.0
4771,7.0
4475,0.0
5586,3727.0
3481,5824.0
1849,1325.0
5336,1674.0
6126,4308.0
3299,4748.0
8304,3523.0
4578,5.0
2952,0.0
6215,2.0
176,46.0
3542,81.0
6489,3134.0
143,354.0
5566,1075.0
919,1074.0
1534,0.0
1866,6106.0
6394,1.0
5036,3451.0
6391,4.0
5396,972.0
5369,1359.0
1497,272.0
208,91.0
1899,3024.0
6279,0.0
4031,1180.0
8334,0.0
2203,118.0
831,457.0
5864,8.0
3102,29.0
1236,4.0
4561,2.0
1280,87.0
4203,0.0
644,985.0
1200,633.0
6577,1306.0
7424,1886.0
2697,21.0
2874,7.0
3923,0.0
6053,375.0
6331,1148.0
1811,0.0
2369,91.0
8201,4.0
5288,33.0
8488,46.0
5439,0.0
3544,58.0
4419,521.0
217,22.0
2410,4710.0
6399,1.0
612,7281.0
5462,24.0
1788,19.0
1940,18.0
485,2458.0
5642,360.0
6481,0.0
5829,28.0
956,8.0
2819,0.0
3038,0.0
1991,98.0
984,29.0
27,59.0
1172,65.0
5201,6.0
3339,527.0
5114,5535.0
3041,212.0
3663,0.0
5302,4.0
5018,0.0
8400,12.0
8297,49.0
3999,467.0
8260,120.0
7393,772.0
8650,15.0
5560,2086.0
6823,9.0
1484,3073.0
4057,208.0
3199,1272.0
2432,5004.0
6206,9.0
8561,0.0
794,0.0
2585,5178.0
1247,18.0
5485,607.0
7187,1.0
1190,1514.0
5494,2377.0
320,7.0
4335,2.0
7159,48.0
7449,1.0
7163,1.0
5730,1570.0
2704,2.0
4463,0.0
7566,181.0
2886,83.0
6970,13.0
8002,0.0
6458,683.0
6747,14.0
6025,1979.0
6381,216.0
3580,46.0
2510,23.0
8672,13115.0
4624,0.0
1003,1.0
1696,1.0
2527,1799.0
3904,0.0
6212,0.0
7617,177.0
7509,2786.0
1523,20.0
6000,0.0
4629,160.0
3062,0.0
7340,54.0
1750,10.0
4063,35.0
7250,1920.0
5441,1065.0
1104,0.0
7351,0.0
4579,366.0
2338,1.0
3061,0.0
2754,22.0
4340,19.0
7496,260.0
4511,607.0
5161,305.0
1703,165.0
3692,57.0
3758,0.0
6233,0.0
7466,10.0
6386,52.0
1246,1.0
8621,24.0
2379,6.0
737,5.0
6918,6.0
4907,2.0
2844,16.0
3457,2070.0
7712,3376.0
3334,7196.0
681,690.0
821,0.0
779,148.0
8567,16.0
2589,0.0
7858,9.0
1949,1943.0
2127,0.0
8138,0.0
5024,155.0
5255,1.0
2248,101.0
6249,0.0
7158,0.0
6431,1.0
555,12.0
2998,3174.0
8028,5180.0
2308,0.0
2693,4.0
727,42.0
3593,131.0
6977,0.0
6082,1.0
4531,1025.0
8152,6839.0
5032,49.0
3381,5.0
2830,184.0
